MFE,FETE,FMSE,ED
0,-0.42,0.504226,1.63
-1.6,-2,0.524854,3.18
-0.2,-1.06,0.247254,3.11
-0.1,-0.58,0.457867,1.54
-3.1,-3.56,0.475508,3.77
-1.4,-1.6,0.728695,1.06
-2.4,-3.5,0.166804,5.29
-2.9,-3.2,0.613605,1.03
-1.9,-2.16,0.652758,1.22
0,-0.85,0.251281,3.09
-4.8,-4.84,0.935808,0.6
0,-0.32,0.599193,1.62
0,-0.03,0.951629,0.16
-1,-1.23,0.690011,2.04
0,-0.14,0.800252,0.8
-3.7,-3.82,0.822365,2.32
0,-0.23,0.687034,0.88
-2.6,-2.81,0.710633,2.4
-4.8,-4.9,0.856581,1.95
-5.8,-5.97,0.760384,0.72
-0.4,-0.86,0.477068,2.52
-1.7,-2.21,0.437325,1.97
-2.3,-2.8,0.446847,2.42
0,-0.34,0.580013,1.78
0,-0.01,0.97685,0.05
-2.6,-3.1,0.446547,4.12
-1.5,-2.09,0.38655,3.03
-4,-4.6,0.376749,3.59
-0.5,-1.49,0.201926,4.09
-5.8,-6.07,0.643931,0.62
-0.7,-1.72,0.190288,3.22
-3.6,-4.13,0.425293,5.1
-2,-2.5,0.441771,3.97
-7.1,-7.28,0.748737,1.25
-0.1,-1.16,0.178859,4.25
-6.7,-6.71,0.986906,0.03
-4.6,-4.71,0.836711,1.33
-3,-3.46,0.475486,1.08
0,-0.91,0.22837,4.2
-2.6,-3.49,0.236279,4.77
-1.3,-2.11,0.266905,3.97
-1.4,-1.88,0.460571,0.96
-1.9,-2.36,0.4716,3.91
-1.3,-2.31,0.193654,4.72
-0.6,-1.02,0.506095,2.39
-1.4,-1.97,0.399605,3.74
0,-1.34,0.114035,4.6
-1.3,-1.64,0.58012,2.78
-3.6,-3.9,0.618055,2.21
-2.4,-3.19,0.276114,3.91
0,-0.32,0.59386,1.48
-2.4,-2.77,0.545821,1.73
-0.6,-1.12,0.430533,2.19
-1.1,-1.74,0.355736,1.76
-3.1,-3.19,0.867861,1.51
-1.2,-1.45,0.6711,2.27
0,-0.24,0.677691,1.44
-6.2,-6.72,0.433533,1.47
0,-0.15,0.778859,0.88
0,-0.09,0.870322,0.43
-0.5,-0.86,0.557472,1.93
-1.5,-2.13,0.359102,4.22
-5.1,-5.55,0.481892,2.51
-2.6,-2.95,0.56683,1.39
-2.5,-3.16,0.340296,4.4
-1.9,-2.56,0.34173,2.68
-0.1,-0.88,0.282564,3.23
-4.2,-4.46,0.656024,4.12
0,-0.36,0.556695,2.03
0,-0.51,0.434425,2.61
0,-0.34,0.579244,2.42
0,-0.53,0.424762,2.23
-2.6,-2.82,0.695304,3.46
0,-0.39,0.534637,2.38
-2.1,-2.15,0.92478,0.44
-3.6,-3.8,0.727698,2.47
-0.9,-1.32,0.509123,2.56
-1.1,-1.43,0.585418,2.44
-0.4,-1.26,0.246795,3.61
-2.3,-2.51,0.709675,1.5
-0.9,-1.83,0.220846,3.94
-1.5,-1.75,0.667676,1.13
-4.6,-4.81,0.707528,0.75
-2.4,-2.7,0.61624,2.11
-0.8,-1.13,0.582026,2.54
0,-0.06,0.90329,0.27
0,-0.31,0.609347,1.72
-0.4,-1.13,0.303685,2.71
-1.1,-1.79,0.326026,4.12
0,-0.88,0.238569,3.71
0,-0.62,0.363344,1.81
-1.7,-2.34,0.353965,5.4
-2.4,-2.48,0.880052,0.6
0,-0.53,0.426307,2.76
-2.3,-3.07,0.286358,5.26
-4.3,-4.34,0.940214,0.33
0,-0.52,0.427673,1.64
-1.7,-1.92,0.6993,1.73
0,0,0.999279,0
-0.5,-0.87,0.549574,2.04
0,-0.18,0.743424,1.12
0,-0.18,0.748634,1.12
-4.5,-4.54,0.934683,0.22
0,-0.25,0.666477,1.41
-0.7,-1.02,0.592685,2.18
-3.2,-3.66,0.475668,4.32
-2.1,-2.7,0.377642,3.96
0,-0.1,0.844239,0.58
-1,-1.32,0.591801,2.04
-0.4,-1.24,0.255884,3.94
-0.6,-1.29,0.328162,3.08
-5.6,-5.61,0.982988,0.08
0,-0.48,0.456487,1.41
-3.4,-3.41,0.98147,0.07
0,-0.81,0.270572,3.4
-0.8,-1.65,0.250737,3.29
-1,-1.74,0.298919,3.68
-4.4,-4.49,0.857923,0.73
-3.3,-3.88,0.39094,1.33
-4.2,-4.34,0.793146,0.48
-5.8,-5.89,0.861863,0.28
-1.5,-1.95,0.484793,2.94
-3.8,-4.83,0.186661,5.76
-1,-1.6,0.378011,3.36
-5.7,-6.25,0.406753,5.6
-2.7,-3.04,0.571467,1.06
-2.8,-3.19,0.526856,2.42
0,-0.34,0.578228,1.32
-4.8,-5.03,0.686762,1.34
0,-0.5,0.44489,1.62
0,-0.82,0.263987,3.66
-5.3,-5.39,0.871086,1.34
0,-0.17,0.756158,0.91
-3.9,-4.07,0.763404,0.99
0,-0.06,0.913187,0.26
-4.8,-4.93,0.815364,1.92
0,-0.29,0.620631,1.39
-0.4,-0.98,0.388517,3.13
0,-0.22,0.69462,1.54
-3.8,-4.02,0.70545,2.69
0,-0.15,0.782948,0.67
-1.9,-2.81,0.228057,4.26
0,-0.34,0.576649,1.08
-1,-1.95,0.214803,4.81
0,-0.69,0.327348,2.62
-0.2,-0.87,0.339002,3.36
0,-0.03,0.954916,0.1
0,-0.47,0.466221,2.25
-3.3,-3.54,0.675408,0.89
0,-0.72,0.31342,4.2
0,-0.14,0.799046,0.84
-5.8,-5.86,0.907468,0.52
-2.5,-3.31,0.26789,5.8
-1.6,-1.76,0.776946,1.19
-0.7,-0.94,0.677244,1.23
-4.4,-4.79,0.532502,2.86
-4.9,-4.98,0.87378,0.69
-1.4,-1.85,0.483992,2.62
-5.9,-6.41,0.434959,5.81
-1.6,-1.77,0.758939,1.73
-1.6,-2.11,0.439894,3.04
-1.6,-1.88,0.635857,2.03
-1.5,-2.57,0.177504,5.98
-1.7,-2.33,0.360477,3.53
-4.8,-4.87,0.891996,0.24
-6.2,-6.36,0.776567,0.4
-1.1,-1.41,0.600099,1.9
-6.3,-6.36,0.914103,0.85
-4.9,-5.04,0.795564,1.76
-8.3,-8.35,0.916775,0.77
-3.8,-4.2,0.51999,3.37
-3.2,-3.26,0.908675,0.72
0,-0.53,0.421203,2.52
-6.8,-7.33,0.424275,3.55
-2.8,-3.34,0.417303,3.36
-6.2,-6.37,0.760904,2.12
-6.1,-6.26,0.770544,0.88
-5.4,-5.55,0.790176,0.99
-3.4,-3.93,0.422683,4.84
-6,-6.02,0.967737,0.3
-1.3,-2.3,0.198728,3.63
-1.2,-1.7,0.443757,3.23
-2,-2.42,0.50975,4.75
-2.4,-2.66,0.65516,2.77
-4.9,-5.11,0.715755,1.12
-1.7,-2.11,0.513516,2.26
0,-0.59,0.384777,3.26
-1.1,-1.58,0.461517,3.72
-1.1,-1.44,0.573241,2.77
-2.5,-2.85,0.571174,2.46
-1.7,-2.31,0.369473,4.96
0,-0.05,0.91682,0.26
0,-0.01,0.98215,0.04
0,-0.82,0.266121,2.89
-3.8,-3.85,0.922243,0.19
-3,-3.55,0.409735,4.03
-0.9,-1.08,0.75246,1.27
-1.5,-2,0.444593,4.4
-4.4,-5.04,0.352321,4.19
0,-0.03,0.955463,0.17
-3.2,-3.3,0.848211,0.59
-5.9,-5.91,0.987459,0.04
-3.2,-3.38,0.744012,1.06
0,-0.02,0.96182,0.13
-2,-2.18,0.740917,2.05
0,-0.03,0.946307,0.19
0,-0.82,0.263322,2.8
-1.3,-2.03,0.303953,3.82
-2.5,-2.7,0.722558,1.03
-3.3,-3.61,0.601832,3.93
-0.8,-1.28,0.455865,3.39
-6.4,-6.48,0.880852,1.34
-2.7,-3.13,0.49397,1.73
-2.4,-2.84,0.490185,1.42
0,-0.26,0.655863,1.37
-1.9,-2.05,0.786592,0.6
0,-0.08,0.880089,0.37
-0.6,-1.12,0.428075,2.73
-0.9,-1.17,0.649133,1.76
-1.9,-2.13,0.684627,2.01
-2.2,-2.62,0.502993,3.95
-0.1,-0.91,0.267354,3.26
0,-0.08,0.884523,0.38
-2.9,-3.54,0.351252,1.96
-2.2,-2.49,0.621402,3.49
0,-0.8,0.275044,3.07
-1.8,-2.32,0.431314,4.23
-1,-1.34,0.578393,1.87
0,-0.61,0.371678,2.32
0,-0.48,0.455695,2.63
-0.8,-1.51,0.315138,3.38
-0.3,-1.03,0.305435,3.37
0,-1.15,0.153678,4.21
-1.2,-1.33,0.814825,1.07
-1.4,-1.54,0.79662,1.74
-2.8,-2.99,0.740331,1.86
-1.6,-1.67,0.896437,0.59
0,-0.01,0.976916,0.06
0,-0.22,0.698896,1.13
0,-0.8,0.272145,2.69
-3.8,-4.51,0.317483,3.83
-3.8,-4.41,0.371665,5.05
0,-0.47,0.46963,2.31
-2.5,-2.83,0.586771,3.18
0,-0.74,0.298674,3.13
-0.3,-1.17,0.241786,4.18
-0.6,-1.37,0.284574,4.04
0,-0.46,0.477375,1.3
-1.1,-1.58,0.459432,2.69
-2.7,-2.73,0.946437,0.28
-4.2,-4.72,0.430741,2.05
-2.6,-2.8,0.720419,0.65
-3.8,-4.22,0.502564,2.07
-2.5,-2.84,0.573665,3.77
-3.2,-3.75,0.407082,1.78
-2.9,-3,0.843724,0.87
-2.5,-3.02,0.428426,5.11
-3.9,-4,0.847836,1.95
-1.2,-1.74,0.414506,3.89
-0.7,-1.51,0.269806,3.86
-2.1,-3.11,0.193262,5.3
0,-0.67,0.336001,2.76
-2.7,-2.88,0.751919,3.08
-1.5,-1.88,0.543506,2.48
-2,-2.7,0.323554,1.78
0,-0.46,0.476797,1.92
-3.3,-3.47,0.763612,0.67
0,-0.27,0.644525,1.45
-5.8,-6.04,0.676323,0.71
-5.7,-5.81,0.83471,0.39
-4.1,-4.14,0.930308,0.18
-3.2,-3.22,0.971048,0.12
-2.5,-3.13,0.359483,5.48
-6.7,-6.9,0.726534,2.39
-4.4,-4.88,0.456118,3.03
0,-0.34,0.574019,1.53
-4.7,-4.87,0.756661,1.56
-0.2,-0.72,0.431024,2.04
-1.6,-2.24,0.35312,1.64
-3.9,-4.05,0.788926,1.45
-2.6,-3.74,0.158546,6.95
-8.8,-8.87,0.891426,0.22
-1.6,-2.37,0.288133,3.6
0,-0.56,0.401935,1.75
-3.8,-4.01,0.706641,2.01
-4.8,-4.98,0.741949,1.02
-3.9,-4.15,0.670333,0.57
0,-0.61,0.371775,1.75
-5.1,-5.37,0.648607,0.75
0,-0.55,0.411716,2.34
-3.8,-4.06,0.652948,2.2
-8.4,-8.8,0.524038,1.12
-0.7,-1.52,0.263073,3.4
-1.8,-2.17,0.544268,2.33
-9.2,-9.59,0.528763,5.65
-3,-3.44,0.492059,2.74
-5.1,-5.19,0.864545,0.34
-2.6,-2.96,0.561456,4.22
-4,-4.13,0.807733,1.14
-5.1,-5.45,0.56783,1.77
-3.4,-3.45,0.920792,0.3
-2.6,-3.06,0.470791,1.24
-2.9,-2.96,0.904807,0.41
0,-0.94,0.217732,3.41
-1.9,-2.29,0.533703,2.22
0,-0.58,0.389741,3
0,-0.15,0.778692,0.73
-2.3,-3.05,0.296414,1.96
-3.9,-4.55,0.348425,4.69
-1.2,-1.89,0.327289,3.61
-3.8,-4.09,0.629675,0.79
-2.9,-3.03,0.807268,1.8
0,-0.06,0.907312,0.31
-0.5,-1.59,0.169951,4.21
-2.9,-3.52,0.367492,5.98
-1.3,-1.84,0.413628,3.27
-1.9,-2.75,0.25276,4.95
-4.5,-4.65,0.788504,1.5
-3,-3.13,0.815453,1.5
0,-0.33,0.582184,1.79
-4.8,-5.37,0.393443,3.09
-3.1,-3.36,0.658846,3.71
-0.5,-1.27,0.286195,4.02
0,-0.51,0.439881,2.36
-3.9,-4.04,0.796238,2.06
-3.3,-4.08,0.282974,2.37
-1.6,-1.89,0.623255,2.28
-2.8,-3.59,0.277668,5.17
0,-0.13,0.807024,0.75
0,-0.16,0.77289,0.79
0,-1.11,0.163887,4.01
-5.9,-6.3,0.526792,2.93
-0.9,-1.5,0.378874,5.29
-2.1,-3.04,0.218013,5.38
0,-0.7,0.321535,2.75
-3.5,-3.69,0.739504,3.31
-1.5,-2.24,0.299725,4
-1.7,-2.35,0.345714,5.28
-1,-1.59,0.384496,3.8
-2.6,-2.86,0.651687,2.07
-2.5,-2.69,0.736619,1.38
0,-0.03,0.945131,0.16
-1.8,-2.45,0.345809,3.69
-2,-2.14,0.801478,1.66
0,-0.48,0.459985,2.17
0,-0.17,0.763558,0.75
-0.6,-1.24,0.353659,2.84
0,-0.09,0.857263,0.52
-1.9,-2.15,0.663469,1.44
0,-0.04,0.934608,0.2
-0.7,-1.08,0.535675,2.28
-1.5,-1.57,0.885551,0.62
-1.5,-2.06,0.405305,3.53
0,-0.48,0.462522,2.34
0,-0.59,0.381547,3.38
-1,-1.38,0.535688,2.75
-0.4,-0.91,0.436071,3
-1,-1.44,0.491037,3.15
0,-0.22,0.697271,0.87
0,-0.66,0.344576,3
0,0,0.997361,0.01
-2,-2.21,0.70904,1.1
0,-0.31,0.609439,1.61
-3.6,-3.77,0.761614,0.54
-1.8,-1.94,0.790816,1.49
-1.6,-1.76,0.768737,2.01
-0.5,-0.86,0.56143,2.14
-1.6,-1.7,0.856909,0.83
0,-0.51,0.437005,1.68
-1,-1.81,0.270744,4.17
-0.9,-1.24,0.579351,2.25
-0.9,-1.26,0.561241,2.79
-1.2,-1.65,0.481306,3.83
-2,-2.6,0.376027,3.33
-4.7,-4.85,0.790279,0.68
-0.9,-1.44,0.419125,3.91
-2.9,-3.39,0.449334,5.42
-3.9,-4.1,0.720407,2.97
-3.2,-3.57,0.552403,4.69
-4.4,-4.5,0.853399,0.39
-4.4,-4.76,0.560363,0.71
-6.4,-6.56,0.77187,0.64
0,-0.23,0.68827,1.74
-0.3,-0.82,0.430606,1.68
-5.8,-5.83,0.946498,0.62
0,-0.15,0.781764,0.89
-1.4,-2.07,0.339103,3.76
-1.7,-1.99,0.627096,2.46
0,-0.56,0.404549,3.18
-2.5,-3.14,0.354728,3
0,-0.03,0.958563,0.1
-2.8,-2.9,0.850328,0.7
-3.4,-3.65,0.664095,0.57
-4.3,-4.48,0.7516,0.55
-2.7,-3.06,0.553602,2.07
-0.7,-1.74,0.186381,4.4
0,-0.14,0.798347,0.66
-0.8,-1.35,0.410074,2.5
-2.1,-2.47,0.550952,1.35
0,-0.38,0.542834,1.89
-1.9,-2.73,0.261484,3.12
-2.5,-2.99,0.448221,4.43
-0.7,-1.08,0.538206,2.43
-1.6,-2.18,0.391125,4.53
0,-0.16,0.767064,0.78
-1.3,-2.31,0.193506,2.48
-0.5,-1.28,0.283472,4.17
-2.1,-2.39,0.621881,3.5
-2.3,-2.48,0.742289,1.45
-1.2,-1.49,0.624361,1.86
-3.6,-4.11,0.440424,2.47
0,-0.57,0.396603,2.38
-1.4,-1.81,0.510642,1.94
0,-0.59,0.385777,3.33
0,-0.13,0.815823,0.65
0,-0.18,0.744573,0.95
-0.3,-0.94,0.353781,1.53
-1.4,-1.7,0.616085,1.59
-2,-2.65,0.350403,4.54
-0.9,-1.37,0.467635,2.75
-0.9,-1.22,0.597432,1.89
-2.1,-2.38,0.636623,1.43
-4.2,-5.26,0.179808,4.8
-2.9,-3.23,0.583719,2.14
-2.6,-3.11,0.44037,4.01
-0.3,-1.2,0.231699,3.07
-2.9,-3.47,0.394803,3.1
-1.5,-1.95,0.479193,1.16
-1.9,-2.43,0.426317,5.97
-1.6,-2,0.524003,1.9
-3.8,-4.09,0.623162,0.81
-2.4,-2.47,0.889576,0.43
-1.5,-1.98,0.455605,1.65
-3,-3.07,0.889375,0.39
-1.6,-2.51,0.229236,5.02
0,-0.49,0.450359,2.51
0,-0.46,0.477715,2.42
-1,-1.37,0.546364,2.11
-0.7,-1.51,0.27083,3.87
0,-0.84,0.256736,2.95
0,-0.39,0.527731,1.66
0,-0.1,0.853883,0.56
-1.8,-2.24,0.493458,3.61
-3.7,-3.72,0.961088,0.5
-2.5,-2.85,0.570041,1.73
-0.6,-1.25,0.346076,3.74
-1.5,-2.07,0.394301,1.84
-3.7,-3.83,0.813086,0.77
-2.3,-2.34,0.934221,0.4
0,-0.36,0.557225,2.26
-1.6,-1.85,0.662637,3.64
-1.3,-1.92,0.36774,4.75
-2.6,-3.14,0.414802,2.49
-1.7,-2.05,0.567145,3.45
-0.4,-1.02,0.364017,2.17
-1.1,-1.27,0.752852,1.57
0,-0.97,0.205845,3.86
-2.7,-3.19,0.453267,3.26
-2.2,-2.81,0.374056,5.4
-3.7,-4.19,0.451484,2.23
-2.9,-3.35,0.482541,1.08
0,-0.12,0.82642,0.8
-3.9,-4.02,0.824756,1.47
-0.7,-1.39,0.328129,3.04
0,-0.62,0.365006,3.03
-4.5,-4.58,0.882389,0.49
-1.9,-2.55,0.347036,4.85
-2.3,-2.92,0.364075,3.52
-4.3,-4.68,0.535677,2.85
-1.3,-1.45,0.788549,1.56
0,-0.11,0.837526,0.55
-3.7,-3.84,0.796792,0.57
-3.4,-3.85,0.478247,2.49
0,-0.09,0.870387,0.43
-4.3,-4.33,0.949718,0.46
-0.7,-1.62,0.226247,2.63
-3.6,-3.94,0.573775,1.12
-2.2,-3.06,0.249107,4.8
-3.6,-3.67,0.893669,1.19
-1.1,-1.38,0.63881,2.43
-4.5,-4.89,0.533334,3.75
-0.8,-1.34,0.416324,3.7
-1.9,-2.27,0.552305,3.57
-4.7,-4.86,0.775628,0.7
-0.7,-1.11,0.510835,1.95
0,-0.61,0.369499,2.7
-1.7,-2.27,0.393825,4.6
-0.7,-1.6,0.232343,3.54
0,-0.16,0.767088,0.96
-7.2,-7.22,0.965602,0.13
-2.4,-3.14,0.302494,4.3
0,-0.18,0.750707,0.75
-2.2,-2.43,0.690225,1.39
-0.3,-1.34,0.185854,3.47
-3.7,-3.73,0.946068,0.43
-4.1,-4.19,0.858181,2.21
-3.2,-3.25,0.92375,0.39
0,-0.23,0.68654,0.92
-5.4,-5.55,0.77839,2.92
-0.1,-0.76,0.344017,2.85
0,-0.45,0.479119,1.65
-5.1,-5.14,0.944274,0.13
-6.1,-6.44,0.574766,0.93
-6.4,-6.9,0.443265,2.33
0,-0.22,0.700725,1.08
-2.8,-3.01,0.706819,0.88
-2.6,-2.74,0.792471,1.08
0,-0.19,0.734046,1.08
0,-0.23,0.688604,1.2
-2,-2.33,0.58509,0.99
0,-0.32,0.590804,2.33
0,-0.46,0.477045,1.37
-4,-4.17,0.757733,0.94
-4.8,-5.1,0.618159,0.99
0,-0.44,0.488918,1.95
-0.9,-1.41,0.43645,3.11
-0.6,-1.16,0.402731,2.46
-1.2,-1.43,0.688676,1.24
0,-0.71,0.31789,2.51
-5.9,-6.18,0.637232,2.83
-3.6,-4.14,0.417523,3.91
-2.6,-2.7,0.854423,0.36
0,-0.86,0.246024,3.74
-4.7,-5.2,0.442644,3.32
-2.1,-2.75,0.34978,5.64
-6.5,-6.66,0.765309,1.04
-2.4,-3.26,0.24799,4.88
-1.8,-2.57,0.285966,2.95
-1.2,-1.98,0.281879,3.99
-1.2,-2.01,0.27002,5.09
0,-0.52,0.429029,2.01
-3.2,-3.37,0.753378,1.13
-5.5,-5.6,0.845804,2
-0.4,-1.07,0.337555,3.73
0,-0.35,0.570423,1.3
0,-0.46,0.473972,2.11
-3.3,-4.3,0.197546,2.04
-0.2,-0.71,0.436954,2.03
-5.8,-5.82,0.975377,0.12
-6.7,-7.13,0.494367,6.18
-4.7,-4.93,0.690379,0.67
