MFE,FETE,FMSE,ED
-1.6,-1.78,0.752533,2.14
-0.3,-0.85,0.409116,3.12
0,-0.15,0.786424,0.9
-0.7,-0.94,0.676791,1.54
-2.9,-3.45,0.412272,1.26
-7.5,-7.86,0.557319,0.66
0,-0.03,0.957783,0.09
-0.8,-1.39,0.384177,2.72
0,-0.69,0.328169,2.63
0,-0.32,0.596327,1.72
-2,-2.56,0.402902,2.92
-1.8,-2.06,0.656709,2.41
-2.4,-2.8,0.522865,3.37
-2,-2.52,0.429939,3.25
-1.9,-2.16,0.655299,2.01
-1.3,-1.55,0.668686,2.14
0,-0.16,0.769755,0.81
-4.5,-4.65,0.78418,0.94
0,-0.93,0.219391,3.63
-2.1,-2.66,0.40203,4.44
-3,-3.3,0.61933,1.53
-2.1,-2.22,0.817168,0.87
-1,-1.43,0.501745,3.41
0,-0.24,0.677697,1.17
0,-0.01,0.978912,0.06
-0.7,-1.08,0.537715,2.19
-4.3,-4.72,0.505579,0.94
-1,-1.53,0.42317,3.78
0,-0.86,0.247477,3.68
-1.6,-2.21,0.368961,3.07
-8.6,-8.65,0.923174,0.17
-1.5,-1.82,0.597213,1.04
0,-0.4,0.52295,2.27
-2.7,-3.17,0.467432,3.7
-7.8,-7.87,0.889241,0.23
0,-0.73,0.307128,3.26
0,-0.26,0.654538,1.25
-1.2,-1.69,0.454557,1.92
-3.4,-3.84,0.486765,3.37
0,-0.19,0.733758,1.24
-6.8,-6.83,0.944966,0.34
-1.9,-1.97,0.895926,0.64
0,-0.01,0.981024,0.05
-2,-2.7,0.3188,3.2
-4,-4.11,0.83274,0.43
0,-0.04,0.935247,0.21
-10.4,-10.44,0.932165,0.14
-1,-1.76,0.292704,3.73
-1.5,-2.35,0.253241,3.32
-5.1,-5.14,0.940011,0.13
0,-0.24,0.67794,1.23
-6.9,-7.02,0.818887,0.47
-3.2,-3.44,0.681275,2.03
-1,-1.55,0.410527,3.08
-2.9,-3,0.853848,0.36
-3.8,-4.49,0.328379,4.52
-1.3,-1.56,0.657914,2
-1.8,-2.1,0.611634,1.34
-2,-2.45,0.482588,2.31
-0.6,-1.24,0.351636,3.34
-4.4,-4.43,0.952229,0.22
-4.3,-4.36,0.906446,0.75
-1.5,-1.88,0.54193,1.67
0,-0.28,0.638621,1.88
0,-0.2,0.725431,1.89
-4.5,-4.63,0.809952,0.44
-1.9,-2.16,0.653479,3.33
0,-0.47,0.469078,2.41
0,-0.06,0.900056,0.48
-1.3,-1.78,0.457829,4.82
0,0,0.997919,0
0,-0.1,0.844866,0.49
0,-0.03,0.955744,0.12
-5.3,-5.82,0.431729,0.93
-0.1,-0.92,0.264243,3.04
0,-0.54,0.417354,1.93
-1.1,-1.37,0.647477,2.15
-3.6,-4.06,0.471019,1.58
0,-0.23,0.683392,1.44
0,-0.31,0.602844,1.79
-1.3,-2.02,0.313203,3.54
0,-0.52,0.428775,2.06
0,-0.01,0.976749,0.07
-1.8,-2.25,0.479476,2.77
0,-0.04,0.939932,0.21
-0.2,-0.7,0.443504,1.73
-1.2,-2.09,0.235021,3.64
0,-0.68,0.333055,3.04
0,-0.07,0.890991,0.43
0,-0.63,0.362388,2.3
-1.9,-2.44,0.416196,1.06
-3.2,-3.69,0.451782,4.58
0,-0.89,0.235831,3.32
0,-0.1,0.845084,0.71
-1.4,-2.03,0.360243,5.07
-0.4,-1.28,0.239058,3.78
-2.6,-2.88,0.636447,4.31
-0.5,-0.85,0.569662,2.43
0,-0.62,0.364381,3.24
0,-0.09,0.867861,0.55
-0.3,-0.95,0.350018,2.73
-1.4,-2.03,0.359171,1.68
0,-0.12,0.82666,1.01
-0.8,-1.18,0.536278,2.46
-3.9,-3.98,0.875227,1.07
-0.7,-1.7,0.197232,5.22
-2.2,-2.66,0.475848,4.16
-3.2,-3.34,0.797002,0.47
-2.9,-3.07,0.761752,2.24
-1.7,-1.95,0.667188,2.3
-6,-6.26,0.655619,2.89
-4.6,-4.62,0.970107,0.31
-1.6,-2.3,0.319908,3.89
0,-0.25,0.670433,1.33
0,-0.26,0.65564,1.6
-1.3,-1.46,0.773984,1.22
-2.3,-2.89,0.381171,3.75
-0.6,-0.89,0.629141,1.4
-4.7,-4.94,0.680989,0.48
0,-0.29,0.620028,1.47
0,-0.01,0.98552,0.04
0,-0.49,0.454553,2.81
-1.7,-2.72,0.191817,6.08
-3.2,-3.34,0.79401,2.2
0,-0.74,0.298769,5.34
0,-0.65,0.345591,3.03
0,-0.45,0.485756,2.3
0,-0.42,0.505742,1.74
-0.6,-1.05,0.478674,2.03
0,-0.11,0.841998,0.68
-0.8,-1.66,0.249391,4.31
-2.4,-2.99,0.384581,4.84
-2.2,-2.36,0.777206,1.25
-2,-2.21,0.70732,2.15
-1,-1.17,0.764385,1.03
-0.8,-1.3,0.447543,3.29
-3.1,-3.76,0.341922,5.5
0,-0.49,0.448782,1.44
0,-0.27,0.649865,1.85
-0.6,-1.24,0.355314,2.6
0,-0.26,0.65484,1.89
-2,-2.24,0.682411,2.83
-0.4,-1.05,0.349795,3.32
0,-0.27,0.645788,1.88
-0.1,-0.53,0.496723,1.22
0,-0.33,0.589087,1.77
-1,-1.7,0.321311,3.43
0,-0.14,0.79796,1.36
0,-0.25,0.671011,1.4
-4,-4.17,0.757548,0.6
0,-0.53,0.424924,2.29
-0.7,-1.77,0.17597,5.15
0,-0.84,0.254011,4.33
0,-0.91,0.229303,3.65
0,-0.01,0.987858,0.03
0,-0.2,0.720211,1.36
0,-0.03,0.959022,0.12
0,-0.64,0.352389,3.23
-2.8,-2.91,0.84161,1.5
-3.8,-3.95,0.786359,0.54
0,-0.07,0.892508,0.51
-1.1,-1.87,0.284538,1.9
-0.6,-1.27,0.338231,2.78
-1,-1.59,0.384313,2.48
-0.1,-0.65,0.412823,2.23
0,-0.62,0.36823,2.56
-1.3,-1.86,0.400853,4.56
0,-0.09,0.866739,0.47
0,-0.04,0.932555,0.22
0,-0.13,0.805841,0.88
-1.3,-1.54,0.6797,1.57
0,-0.4,0.519335,2.26
0,-0.54,0.416512,1.93
0,-0.26,0.658111,1.5
0,-0.45,0.483804,2.33
0,-0.16,0.769922,0.72
0,-0.24,0.677085,1.41
-4.6,-5.06,0.47584,3.21
-2.1,-2.18,0.8854,0.56
0,-0.36,0.557938,1.52
-2.4,-2.76,0.559057,2.7
-3.9,-4.46,0.405176,3.06
-3.5,-3.84,0.576257,0.9
0,-0.08,0.877922,0.4
0,-0.25,0.666324,1.3
-4.4,-4.87,0.468643,3.86
-1.9,-2.12,0.697167,0.88
0,-0.24,0.675139,2
-0.4,-0.78,0.539782,1.57
-1.2,-1.56,0.557703,2.13
-2.7,-3.01,0.606291,2.45
0,-0.33,0.582498,1.61
-1.4,-1.83,0.501489,4.04
0,-0.35,0.56215,1.55
-5.6,-6.08,0.458877,5.71
-0.2,-0.65,0.481393,2.73
-1.6,-2.14,0.416105,3.54
0,-0.32,0.593957,2.09
0,-0.35,0.566328,1.77
-1.7,-2.31,0.373901,4.58
-2.3,-2.61,0.605329,1.01
-0.4,-1.01,0.371828,3.91
-0.6,-1.12,0.428211,3.17
-1.6,-2.14,0.418816,1.7
-2.1,-2.19,0.868036,0.61
0,-0.14,0.796195,0.81
0,-0.3,0.613288,1.9
0,-0.24,0.678842,1.78
-1.3,-1.51,0.707646,2.34
-3.6,-3.89,0.62973,1.93
0,-0.45,0.480479,2.81
-0.2,-0.79,0.381479,3.02
-1.6,-1.92,0.596552,1.42
0,-0.44,0.486306,2.52
0,-0.5,0.444349,3.59
-1.7,-2.18,0.459548,2.56
0,-0.28,0.63975,1.52
-4.8,-5.25,0.48048,2.2
-1.8,-2.32,0.432354,1.81
-4.7,-4.89,0.732469,0.47
0,-0.56,0.401195,2.72
-4.9,-5.1,0.728046,4.1
-0.8,-1.23,0.499648,2.72
-0.1,-0.8,0.318611,3.02
0,-1.02,0.189713,4.4
-3,-3.69,0.32407,2.4
-0.4,-0.92,0.427464,2.55
-1.9,-2.06,0.766759,0.66
-5.4,-5.65,0.664213,1.45
-6.4,-6.46,0.913464,0.3
-1,-1.24,0.674421,2.77
0,-0.15,0.786769,1.43
-3.4,-3.54,0.796796,0.38
-0.9,-1.47,0.397805,2.9
-2.5,-3.1,0.376088,4.05
0,-0.01,0.98807,0.04
0,-0.17,0.762629,1.07
-0.2,-0.77,0.393663,2.25
0,-0.16,0.769423,0.81
-4,-4.57,0.39872,4.79
0,-0.52,0.43293,2.1
-3.1,-3.27,0.758061,0.52
-0.7,-1.21,0.439049,2
0,-0.58,0.391735,3.28
-2.7,-2.73,0.945557,0.51
-1.8,-2.3,0.441022,1.75
0,-0.06,0.909655,0.37
-0.5,-1.37,0.244913,3.54
-0.7,-1.52,0.26447,3.45
0,-0.55,0.412234,1.6
-4.9,-5.63,0.304621,6.32
-1.5,-2.23,0.30436,2.59
-2.8,-3.62,0.264183,5.26
-1.2,-1.49,0.620585,1.42
-0.5,-1.29,0.278995,3.67
0,-0.04,0.941788,0.23
-1,-1.65,0.349373,3.38
-3.2,-3.43,0.690846,0.59
0,-0.01,0.976445,0.06
-1.6,-1.86,0.660155,1.98
-3.8,-4.24,0.48924,4.01
0,-0.29,0.627864,1.83
0,-0.11,0.835436,0.51
0,-0.1,0.854352,0.78
0,-0.12,0.820989,0.81
0,-0.02,0.965778,0.09
0,-0.04,0.942974,0.12
0,-0.59,0.381813,2.66
0,-0.12,0.82589,0.59
-2,-2.64,0.355863,4.84
0,-0.35,0.566386,1.52
0,-0.27,0.647923,1.54
0,-0.53,0.420266,2.73
-1.4,-1.8,0.524045,3.75
0,-0.17,0.759196,1.07
0,-0.14,0.793386,0.92
0,0,0.995422,0.01
-0.5,-0.86,0.55658,2.09
0,-0.01,0.985434,0.03
0,-0.26,0.657871,1.92
-3,-3.08,0.884765,1.36
0,-0.06,0.905672,0.47
0,-0.49,0.454632,2.66
-1.4,-1.55,0.78341,1.66
0,-0.31,0.608906,1.87
0,-0.35,0.563762,1.89
0,-0.58,0.393169,2.56
0,-0.31,0.602842,1.63
0,-0.03,0.947338,0.16
-3.4,-3.48,0.874729,0.27
-1.4,-1.93,0.426105,3.58
-3.7,-4.12,0.50233,1.93
-0.9,-1.35,0.478576,3.45
0,-0.52,0.426976,2.73
-2.9,-3.66,0.291961,1.57
0,-0.42,0.506971,2.1
-3.3,-3.59,0.622346,1.56
-2.6,-2.98,0.536821,1.22
-8.5,-8.83,0.58753,0.59
-1.2,-1.47,0.647239,1.28
-3,-3.4,0.520533,3.87
-0.6,-0.97,0.547434,2.61
-0.5,-1.05,0.410343,2.34
-3.3,-3.71,0.517479,3.88
0,-0.2,0.720726,1.32
0,-0.34,0.575126,1.15
-0.2,-1.2,0.197903,3.6
-1.9,-2.28,0.541646,1.8
0,-0.33,0.581318,1.55
-0.1,-0.8,0.321468,3.75
-0.3,-0.65,0.570015,1.17
0,-0.74,0.301671,4.08
-1.1,-2.18,0.174768,4.99
-0.2,-0.81,0.373369,2.64
-0.2,-0.98,0.280869,3.02
0,-0.55,0.411767,2.76
-2.5,-2.84,0.575035,3.64
-1.8,-2.34,0.417594,2.98
0,-0.3,0.618496,1.81
-5.4,-5.77,0.547016,0.74
-0.7,-1.19,0.454902,3.36
0,-0.47,0.466514,1.6
0,-0.03,0.947865,0.14
0,-0.33,0.583318,1.76
0,-0.02,0.968675,0.07
0,-0.08,0.871309,0.37
-2.6,-2.94,0.578529,3
-2.4,-3.24,0.256447,2.78
-2.4,-2.86,0.473899,5.55
0,-0.7,0.322652,2.63
0,-0.03,0.954327,0.16
-6,-6.11,0.832348,0.76
-2.7,-2.85,0.787476,1.07
0,-0.09,0.868339,0.69
0,0,0.996542,0.01
0,-0.02,0.968428,0.09
-0.7,-1.49,0.278964,3.37
-0.6,-1.28,0.3306,3.3
-1.6,-2.32,0.3098,4.93
-0.5,-1.35,0.250092,5.73
-1.7,-2.18,0.457119,2.86
-4,-4.29,0.625015,3.67
0,-0.74,0.303443,4.01
-5.5,-5.52,0.972547,0.07
-0.1,-0.82,0.310117,2.05
-5.7,-6.05,0.562502,0.55
0,-0.21,0.713258,0.88
-2.5,-2.66,0.776236,0.9
0,-0.52,0.430304,2.8
-5.5,-6.05,0.411156,4.15
-1.7,-2.35,0.348724,3.55
-1.8,-2.09,0.620722,1.71
-0.3,-0.92,0.364809,3.87
-1.6,-1.83,0.68391,1.87
-2.9,-3.59,0.327004,4.37
-0.9,-1.45,0.411035,3.09
-1.5,-1.88,0.542022,2.72
0,-0.05,0.927611,0.3
0,-0.79,0.278995,3.64
0,-0.61,0.373977,4.16
0,-0.02,0.974723,0.08
-0.1,-0.78,0.331649,2.94
-1.7,-2.24,0.416144,3.69
0,-0.52,0.431953,2.1
-0.5,-1.18,0.330226,3.19
-1.7,-2.35,0.348997,1.91
-1.7,-1.89,0.739532,1.46
0,-0.45,0.478155,2.36
-1.7,-2.8,0.167309,6.2
-1.7,-2.42,0.313125,2.38
-1.5,-2.22,0.312581,3.67
-6.2,-6.28,0.875753,1.44
-5.3,-5.36,0.904944,0.75
-1.7,-2.44,0.299466,4.96
0,-0.34,0.578396,1.92
-4.7,-4.71,0.97645,0.21
0,-0.83,0.258166,3.84
0,-0.69,0.324991,2.98
-1.4,-2.09,0.325865,4.47
-4.5,-4.76,0.658732,0.64
-2.2,-3.07,0.243386,5.37
-4.6,-4.9,0.614824,0.51
0,-0.7,0.323585,2.67
-3.8,-4.51,0.31462,1.49
-0.7,-1.32,0.364763,4.41
0,-0.51,0.437528,2.57
-1.8,-2.38,0.392577,4.93
-1,-1.86,0.248816,4.57
0,-0.55,0.40923,2.87
-2,-3.1,0.168983,6.26
-1.4,-2.1,0.31922,4.82
-5.7,-5.75,0.915732,0.89
-1,-1.56,0.404943,4.84
-1.4,-1.81,0.513161,2.19
-2.9,-3.01,0.842557,0.78
-10.1,-10.11,0.987868,0.03
-1.9,-2.18,0.63669,3.97
-1.9,-2.33,0.498719,1.16
-1.4,-1.67,0.640459,2.02
-1.3,-1.5,0.719346,1.38
-2.1,-2.62,0.429524,2
-2.7,-3.66,0.210498,2.99
-0.9,-1.63,0.307918,4.34
0,-0.42,0.502712,1.86
0,-0.38,0.536759,2.15
-1.5,-2.18,0.333166,2.88
-1.8,-2.36,0.401313,4.15
-4.3,-4.35,0.919614,0.32
-1.7,-2.37,0.336202,4.45
-7.8,-8.14,0.576505,0.76
-0.4,-0.82,0.503061,3.17
-1.8,-2.16,0.553207,1.62
-1.1,-1.72,0.36318,3.6
-2.1,-2.42,0.590969,5
-0.7,-1.1,0.526762,3.49
0,-0.67,0.335221,2.99
0,-0.89,0.235368,4.74
-0.7,-1.11,0.517032,2.9
0,-0.09,0.867718,0.45
-2.1,-2.74,0.356119,2.01
-0.8,-1.26,0.475959,1.9
0,-0.57,0.397477,2.69
-0.3,-1.18,0.239761,4.45
-5,-5.53,0.420344,2.84
-6.1,-6.33,0.685266,2.01
-0.3,-0.94,0.354202,2.47
0,-0.55,0.408779,3.14
0,-0.28,0.636712,1.68
0,-0.64,0.351741,2.83
-1.8,-1.89,0.864557,0.95
0,-0.19,0.729136,1.06
0,-0.56,0.401271,3.87
0,-0.31,0.606575,1.5
0,-0.94,0.218901,4.04
-0.2,-0.62,0.502236,1.64
0,-0.3,0.613721,1.89
0,-0.05,0.918487,0.26
-2.6,-2.74,0.794659,1.24
0,-0.01,0.982089,0.04
0,0,0.999129,0
-0.8,-1.3,0.441567,2.88
-2.6,-2.72,0.821804,0.78
-1.3,-1.63,0.582782,3.23
0,-0.19,0.735378,1.15
-4,-4.33,0.589328,0.88
0,-0.7,0.319798,3.14
-1,-1.47,0.467787,3.09
0,-0.83,0.260098,2.81
0,-0.03,0.947523,0.17
0,-0.72,0.312405,3.31
-3,-3.24,0.672435,0.69
0,-0.09,0.869583,0.43
0,-0.84,0.255545,2.85
0,-0.38,0.538099,1.72
0,-0.2,0.728548,1.06
-0.1,-0.94,0.255367,3.72
-2.3,-2.39,0.869959,0.96
-2.8,-3.11,0.601591,0.9
-0.3,-0.78,0.458622,2.2
0,-0.48,0.460221,1.96
-0.1,-0.99,0.234829,3.02
0,-0.46,0.474236,1.46
-2.1,-2.63,0.422537,3.22
0,-0.56,0.400852,2.98
-1.1,-1.79,0.324952,3.34
0,-0.46,0.471366,3
0,-0.52,0.428284,3.14
-1.6,-1.89,0.628488,0.89
-1.2,-1.48,0.63515,1.74
-3.4,-3.54,0.800523,0.86
-2.6,-3.3,0.320563,4.29
-5.7,-6.05,0.5694,0.72
-1.7,-2.06,0.555273,2.77
0,-0.08,0.871295,0.63
-3.6,-3.75,0.786263,0.48
0,-0.5,0.446385,2.93
0,-1,0.196506,3.99
0,-0.28,0.632259,1.44
0,-0.33,0.585322,1.68
0,-0.36,0.560262,2.39
0,-0.41,0.517197,2.9
0,-0.03,0.949604,0.18
-1.2,-1.33,0.803597,0.87
-0.7,-1.36,0.343155,3.03
0,-0.01,0.991247,0.03
-0.1,-0.61,0.433688,1.97
-0.1,-0.76,0.340685,3.1
-0.2,-0.74,0.418427,2.02
0,-0.45,0.483437,2.49
-1.6,-1.98,0.543023,1.9
-1.1,-2.01,0.226803,5.31
0,-0.1,0.853836,0.53
0,-0.57,0.398547,2.29
-0.4,-1.35,0.214334,4.72
0,-0.08,0.876538,0.43
0,-0.03,0.958453,0.17
0,-0.05,0.918872,0.41
-1.2,-1.81,0.372979,4.33
-5.4,-5.64,0.679349,0.63
-2.1,-2.64,0.414171,3.5
0,-0.14,0.799698,1.2
0,-0.4,0.523243,1.82
-0.9,-1.59,0.326535,2.55
0,-0.23,0.69175,2.09
0,-0.45,0.483019,2.32
0,0,0.999251,0
0,-0.08,0.885095,0.39
0,0,0.99216,0.02
0,-0.41,0.513882,2.15
0,-0.66,0.345229,2.13
-0.2,-0.89,0.326614,1.71
-0.9,-1.29,0.532657,2.33
-1.2,-1.84,0.352577,3.49
-2,-2.11,0.833404,0.97
0,-0.37,0.544406,1.98
0,-0.26,0.655462,1.52
0,-0.6,0.376069,2.62
-4.3,-4.47,0.757601,2.53
-1.7,-2.1,0.525551,1.54
0,-0.43,0.497379,2.2
0,-0.51,0.434608,2.11
-1.9,-3,0.167957,3.75
-0.1,-0.85,0.298038,3.62
0,-0.5,0.44284,1.57
-1.4,-1.5,0.850145,0.79
-5.1,-5.61,0.43461,6.13
0,-0.67,0.338239,3.72
-1.3,-1.81,0.435819,3.78
-2.1,-2.61,0.436733,3.46
-0.4,-0.81,0.517022,1.81
-0.7,-1.4,0.318891,4.09
-0.6,-1.17,0.396856,4.08
0,-0.03,0.946001,0.19
-0.9,-1.27,0.551721,1.11
0,0,0.998684,0
-3.7,-3.74,0.942194,0.27
0,-0.96,0.210932,3.45
0,-0.78,0.281082,3.2
-0.7,-1.41,0.31505,3.46
0,-0.05,0.915783,0.32
-0.2,-0.71,0.436687,2.63
0,-0.34,0.573578,1.7
0,-0.28,0.63046,1
-2.8,-2.94,0.797226,2.22
-1.3,-2.21,0.228589,3.53
0,-0.42,0.508047,1.54
-4.8,-5.23,0.496629,1.3
0,-0.57,0.396646,2.54
0,-0.06,0.904437,0.31
-0.9,-1.7,0.273064,3.27
0,-0.13,0.815699,0.65
-0.5,-1.56,0.179352,4.17
-3.3,-3.31,0.977479,0.12
-6,-6.45,0.485296,3.06
-1.7,-2.02,0.593645,3.34
-1.5,-1.77,0.641049,1.52
0,-0.41,0.518264,1.82
-3.7,-4.24,0.416455,0.91
-4.7,-4.74,0.941975,0.14
-4.1,-4.32,0.694321,1.76
-0.2,-0.93,0.307201,3.03
0,-0.5,0.443485,2.45
-5.1,-5.12,0.969977,0.08
-1.3,-1.63,0.590171,2.71
-2.6,-2.8,0.719727,1.24
0,-0.5,0.444378,2.95
-0.1,-0.64,0.41536,2.38
0,-0.72,0.308533,3.64
-3.6,-4.13,0.423312,4.68
0,-0.16,0.766641,1.08
-2.8,-3.17,0.547809,3.99
-2.9,-3.74,0.257957,6.21
-4.8,-4.9,0.847229,0.53
0,-0.54,0.416527,2.73
-6.4,-6.46,0.905596,0.23
-0.1,-0.82,0.312368,3.22
-1.3,-1.71,0.517178,2.46
0,-1.05,0.181986,5.34
-0.3,-1.22,0.223696,4.11
-2.7,-2.86,0.774057,1.77
-1.5,-1.66,0.772787,1.25
-0.5,-1.25,0.293804,3.24
-0.7,-1.03,0.585979,1.93
-0.6,-1.42,0.26406,3.62
-6.1,-6.19,0.862357,0.32
0,-0.69,0.326212,3.84
-2.4,-3.05,0.348514,4.82
-5.5,-5.78,0.63544,2.48
-2.6,-2.68,0.881325,0.91
-1,-1.63,0.35987,3.13
-0.3,-1.32,0.192362,4.28
-0.5,-0.91,0.512186,2.97
-0.3,-0.83,0.426429,2.31
-3.2,-3.33,0.805347,0.42
-2.3,-2.86,0.406324,4.33
-6.6,-6.67,0.893925,0.88
0,-0.34,0.575611,1.66
0,-0.64,0.354739,3.58
-2.6,-2.87,0.642351,0.95
-2.4,-2.48,0.87707,0.6
0,-0.15,0.786657,0.76
0,-0.39,0.528725,2.27
0,-0.35,0.565482,2.28
-0.3,-0.92,0.366824,2.89
-0.8,-1.09,0.624362,2.39
0,-0.18,0.742888,1.03
0,-1.06,0.179043,4.22
0,-0.01,0.982486,0.05
0,-0.04,0.943839,0.15
0,-0.13,0.813479,0.83
-0.6,-1.27,0.33861,3.44
0,-0.11,0.838324,0.59
-1.1,-1.72,0.365933,4.38
-1.7,-2.41,0.317541,4.45
0,-0.1,0.844913,0.76
0,-0.11,0.84028,0.64
-0.2,-0.76,0.405753,2.17
0,-0.11,0.833008,0.69
-2.5,-2.56,0.900422,0.53
0,-0.29,0.622395,1.58
0,-0.16,0.769319,1.15
0,-0.13,0.806533,0.78
0,-0.6,0.378121,3.04
-0.7,-1.2,0.445198,3.09
-0.3,-0.79,0.452981,2.2
-1.3,-1.81,0.439933,3.16
-0.5,-0.91,0.510888,2.05
-4.5,-5.08,0.389002,3.28
-0.6,-1.5,0.230645,3.55
-2.3,-2.38,0.871251,0.96
-0.4,-0.76,0.56112,1.45
0,-0.28,0.631133,1.52
-1.5,-1.86,0.555556,2.73
0,-0.03,0.952276,0.14
0,-0.01,0.989921,0.03
-3.2,-3.72,0.430213,3.2
-3.9,-4.36,0.470705,1.71
0,-0.14,0.791651,0.78
-0.8,-1.28,0.461542,3.01
-5,-5.23,0.692838,3.02
0,-0.37,0.548251,1.34
0,-0.13,0.806479,0.66
-3.1,-3.24,0.790484,1.22
-0.8,-1.74,0.218912,4.4
-1.1,-1.33,0.683888,1.13
0,-0.2,0.717642,1.12
-0.1,-0.95,0.252276,3.77
-4.2,-4.51,0.604752,1.6
0,-0.79,0.279764,3.88
0,-0.14,0.799126,0.85
0,-0.47,0.46526,2.37
-3.6,-4.02,0.502103,4.49
0,0,0.992834,0.01
0,-0.05,0.928293,0.23
0,-0.06,0.905294,0.34
-6.9,-6.96,0.903462,0.18
-2.1,-2.19,0.861196,0.39
-3.5,-4.02,0.426891,5.24
0,-0.43,0.499861,2.53
0,-0.01,0.977314,0.07
0,-0.2,0.725013,1.44
-0.7,-1.19,0.450383,2.11
-6.4,-6.58,0.750212,3.38
0,-0.06,0.902716,0.28
-4.4,-4.79,0.529982,4.16
0,-0.3,0.617746,1.68
-1.3,-2.06,0.29189,2.55
-1,-1.49,0.45408,3.3
0,-0.27,0.642153,0.93
0,-0.69,0.325905,2.82
-4.3,-4.45,0.779138,1.93
-3.6,-4.24,0.352776,4.43
0,-0.87,0.244795,2.7
-3.7,-3.79,0.859234,0.72
0,-0.24,0.675928,1.51
-1.5,-1.66,0.769784,1.23
-0.3,-1.04,0.300397,3.14
-2.5,-2.72,0.705087,1.93
-3.1,-3.27,0.762602,1.44
0,-0.48,0.461638,2.25
-3.1,-3.46,0.559329,1.97
-0.2,-0.73,0.421534,1.78
0,-0.03,0.959991,0.13
-3,-3.28,0.633732,3.49
-2.5,-3.21,0.313833,5.33
-7.1,-7.16,0.908661,0.15
-2.4,-2.58,0.745132,0.75
-3.5,-3.69,0.739086,0.97
0,-0.56,0.403378,2.22
-3.2,-3.69,0.449138,1.38
-0.3,-1.12,0.262536,3.95
0,-0.86,0.246836,4.11
-2.9,-3.3,0.524254,1.8
0,-0.04,0.941102,0.17
0,-0.43,0.495906,2.08
-1.8,-2.35,0.409159,3.85
-5,-5.93,0.221479,3.88
0,-0.28,0.635754,1.37
0,-0.58,0.388703,2.99
-3.5,-3.79,0.620883,0.8
-3.7,-4.19,0.449687,4.54
-0.5,-1.14,0.355708,3.31
-1.9,-2.34,0.486792,2.06
-0.7,-0.95,0.663627,1
-1.1,-1.76,0.343555,3.26
0,-0.18,0.746612,1.1
0,-0.95,0.214368,3.4
0,-0.22,0.705457,1.42
-0.4,-0.97,0.39444,2.58
-3.3,-3.72,0.509981,1.71
-1.9,-2.45,0.406758,3.36
-4.1,-4.35,0.665073,2.6
0,-0.48,0.457532,2.73
-3.3,-3.33,0.946623,0.21
-2.4,-3.08,0.330641,1.07
0,-0.02,0.975419,0.05
-0.6,-1.14,0.416928,3.12
0,-0.81,0.270738,2.47
-1.9,-2.07,0.758842,0.81
-8,-8.01,0.990399,0.03
-6.2,-6.3,0.852209,0.74
-3.9,-4.13,0.689096,2.58
-6,-6.12,0.818213,0.43
-4,-5.04,0.18552,3.52
-3.6,-3.73,0.814813,1.2
-0.7,-1.1,0.519251,2.69
-1.9,-2.91,0.193957,5.33
