MFE,FETE,FMSE,ED
-2,-2.64,0.3524,1.39
-2.1,-2.28,0.75083,2.2
0,-0.28,0.630578,1.4
-1.7,-2.29,0.387006,2.34
-2.8,-3.35,0.408876,4.19
0,-0.13,0.806601,0.66
0,-0.4,0.524866,2.01
-0.1,-1.29,0.145764,3.96
-5.8,-6.04,0.677689,0.52
0,-0.02,0.975266,0.08
0,-0.04,0.941792,0.15
0,-0.55,0.408537,1.97
-2.5,-2.63,0.814216,0.49
-3.4,-3.91,0.437421,4.09
-4.6,-4.71,0.837952,2.22
-1.1,-1.55,0.482235,2.75
0,-0.29,0.629243,1.51
0,-0.14,0.800052,0.8
0,-0.1,0.855995,0.49
0,-0.06,0.911533,0.3
0,-0.7,0.318837,3.94
-1,-1.22,0.70084,1.2
-0.8,-1.56,0.289269,3.81
-0.9,-1.67,0.288087,3.95
0,-0.01,0.982092,0.06
0,-0.01,0.983502,0.03
0,-0.59,0.381497,2.96
-0.1,-1.09,0.200635,3.78
0,-0.26,0.658409,1.07
-0.6,-1.04,0.487628,2.61
-0.6,-1.11,0.439006,3.39
-2.4,-2.9,0.443748,1.71
0,-0.49,0.454409,2.55
-5.8,-5.83,0.945683,0.16
0,-0.67,0.337616,3.66
0,-0.16,0.766138,1
-0.1,-1.01,0.228132,4.32
-3.6,-3.77,0.757286,0.71
-0.5,-0.75,0.66538,1.43
-1.2,-1.52,0.595582,2.51
-0.8,-1.36,0.404674,3.18
-0.7,-1.31,0.371195,2.32
0,-0.11,0.836716,0.86
-3.6,-4.09,0.449263,2.63
-1.6,-2.39,0.279656,2.55
-1.7,-2.12,0.507249,3.69
-6.9,-6.93,0.951851,0.19
-5.7,-5.91,0.712629,0.51
-4.8,-4.94,0.790658,2.27
0,-0.09,0.861324,0.44
-1.4,-2.04,0.351986,2.75
-1,-1.52,0.432887,2.11
-0.8,-1.13,0.586948,1.36
-4.1,-4.34,0.673311,3.64
-4,-4.14,0.791424,0.62
-2.4,-2.6,0.725066,0.54
0,-0.95,0.213896,3.8
-2.3,-2.52,0.703988,1.41
-1.5,-2.1,0.376867,2.68
-1.3,-2.02,0.311441,3.79
-3,-3.1,0.846488,0.86
0,-0.71,0.313533,3.33
0,-0.83,0.261506,3.7
-3.8,-4.24,0.492363,4.24
-1.5,-1.97,0.467953,1.92
-0.4,-1.47,0.177492,5.01
-2,-2.54,0.418435,1.1
-1.3,-1.55,0.662836,2.3
-4,-4.02,0.967841,0.11
0,-0.2,0.722736,1.39
0,-0.1,0.856328,0.51
0,-0.27,0.640121,1.48
0,-0.18,0.752337,1.03
-2.2,-2.37,0.756159,2.21
-3.7,-4.07,0.548552,3.71
-0.3,-0.73,0.498379,1.92
-2.1,-2.75,0.349541,1.94
-0.1,-0.92,0.266429,2.79
-1.5,-2.11,0.368761,4.21
-6.2,-6.85,0.345872,4.76
0,-0.46,0.474857,2.03
-0.6,-1.34,0.301704,3.09
-2.8,-3.01,0.711201,3.36
-1.6,-1.92,0.597944,3.22
0,-0.06,0.909532,0.34
-0.6,-1.1,0.446205,2.29
0,-0.17,0.756845,0.94
0,-0.44,0.493637,3.07
0,-0.13,0.81183,0.66
-0.2,-1.26,0.178314,4.55
0,-0.29,0.624085,2.01
0,-0.06,0.908794,0.36
0,-0.07,0.890853,0.49
0,-0.14,0.795162,0.68
-1.2,-1.88,0.330333,3.34
-0.3,-1.07,0.285515,2.69
0,0,0.99419,0.02
0,-0.12,0.822114,0.67
-0.9,-1.13,0.692656,1.22
-1.2,-1.93,0.304666,2.83
-2.8,-3.01,0.708207,3.24
0,-0.51,0.43618,2.75
-1.5,-1.63,0.808576,1.46
-1.4,-1.51,0.83966,0.89
0,-0.26,0.655131,1.61
-2.4,-2.59,0.73329,0.95
0,-0.04,0.938992,0.14
0,-0.01,0.986886,0.06
0,-0.35,0.569529,2.02
-0.4,-0.83,0.498531,2.75
0,-0.13,0.803428,1.02
0,-0.07,0.899059,0.35
0,-0.11,0.833641,0.58
0,-0.32,0.591145,1.79
-0.6,-1.06,0.474105,2.93
-3.1,-3.72,0.366649,1.77
0,-0.51,0.433906,1.97
-0.9,-1.67,0.285643,4.39
-1.7,-2.02,0.596384,1.88
-0.3,-0.78,0.459951,2.07
0,-0.08,0.880837,0.5
0,-0.48,0.457858,2.7
0,-0.05,0.924113,0.26
-4.9,-5.22,0.593089,3.6
-0.4,-1.25,0.250537,3.82
0,-0.79,0.27575,3.05
-2.7,-3.09,0.531769,1.72
-1.2,-1.71,0.434356,1.76
-0.7,-1.27,0.395387,4.26
0,-0.04,0.939063,0.25
-0.8,-1.15,0.569107,2.21
0,-0.52,0.429794,1.71
-1.3,-2.04,0.303052,5.54
0,-0.04,0.944085,0.17
0,-0.12,0.82187,1.1
-3.6,-3.93,0.581601,1.54
-1.7,-2.32,0.364203,4.28
-0.9,-1.34,0.493441,3.32
0,-0.01,0.986861,0.04
-1.2,-1.75,0.409048,2.26
0,-0.65,0.346229,2.73
-3,-3.41,0.517399,4.46
-2.9,-3.39,0.451909,4.78
0,-0.22,0.700124,1.65
0,-0.01,0.98425,0.04
0,-0.22,0.704227,1.11
0,-0.43,0.496277,1.98
-2.2,-2.63,0.500754,2.8
0,-0.03,0.956034,0.13
0,-0.26,0.653728,1.71
0,-0.1,0.853435,0.59
0,-0.02,0.968383,0.06
0,0,0.99903,0
-5.5,-5.5,0.995253,0.02
0,-0.11,0.839913,0.51
-1.2,-1.55,0.571104,2.43
0,-0.16,0.770481,0.86
-0.3,-0.67,0.552443,1.25
0,-0.16,0.774824,0.99
0,-0.14,0.801668,0.73
-2.1,-2.53,0.495486,1.94
-0.3,-1.24,0.217437,4.06
-0.4,-0.94,0.419672,2.36
0,-0.23,0.693804,1.6
0,-0.06,0.903327,0.55
0,-0.47,0.466469,2.58
-2.2,-2.59,0.534482,1.48
-0.6,-1.09,0.452095,2.31
0,-0.14,0.800567,0.97
0,-0.03,0.951353,0.14
-0.9,-1.57,0.334745,3.88
0,-0.76,0.291473,3.4
0,0,0.997055,0.01
0,-0.06,0.906954,0.35
-0.7,-1.12,0.505094,1.97
0,-0.64,0.351278,2.52
0,-0.07,0.899481,0.56
0,-0.46,0.471621,3.51
0,-0.14,0.79578,1.46
-4.8,-4.84,0.940326,0.09
-0.2,-0.97,0.285448,2.92
-2,-2.47,0.469703,3.69
0,-0.6,0.376657,3.38
-3.9,-4.05,0.787054,0.6
0,0,0.99671,0.01
0,-0.01,0.978521,0.06
-0.7,-0.9,0.728007,0.92
0,-0.39,0.528163,1.61
0,-0.04,0.936268,0.26
0,-0.63,0.359277,2.9
-5.1,-5.38,0.632595,1.34
-0.3,-0.93,0.362326,1.68
-1.9,-2.09,0.728988,0.79
0,-0.04,0.934297,0.28
0,-0.05,0.918645,0.21
-3.2,-3.26,0.908523,0.75
-1.4,-1.92,0.428439,1.76
-0.9,-1.17,0.648328,1.56
-6,-6.06,0.914375,0.35
-1.3,-2.33,0.189171,4.41
-5.2,-5.24,0.931853,0.16
-0.8,-1.11,0.60798,1.88
-2.3,-2.86,0.40422,1.67
-1.9,-2.34,0.490684,3.08
-3.7,-3.74,0.94033,0.15
-3.5,-3.95,0.484215,0.86
-4.7,-4.73,0.94757,0.16
-0.9,-1.12,0.700346,1.26
0,-0.44,0.485812,2.31
-2.6,-3.42,0.265542,5.85
-0.8,-1.78,0.202312,4.73
-1.1,-1.62,0.429907,3.43
-1.9,-2.12,0.70499,2.02
-2,-2.22,0.705096,2.27
-2.7,-2.97,0.649616,2.39
-4.2,-4.25,0.919207,0.76
-1.2,-1.37,0.757928,1.44
-2.4,-2.96,0.400431,1.75
-0.2,-0.84,0.353378,2.41
-1.1,-1.55,0.479828,2.83
-5.6,-5.89,0.621673,4.56
-3.4,-3.52,0.817452,0.45
-3.1,-3.34,0.676899,0.56
-0.9,-1.19,0.623283,1.74
-0.4,-0.94,0.416281,2.48
0,-0.26,0.657391,1.52
-0.8,-1.44,0.353583,3.52
-5.3,-5.35,0.927518,0.76
0,-0.44,0.488349,2.3
-2.1,-2.8,0.320731,5.79
-1.1,-1.67,0.393471,3.51
-2.1,-2.68,0.391105,4.06
-2.3,-3.1,0.27124,2.98
-4.6,-4.62,0.963071,0.11
-1.1,-1.95,0.252285,4.86
-4.6,-4.65,0.920196,0.58
-0.3,-1.11,0.266863,3.07
-0.8,-1.33,0.424477,3.53
0,-0.39,0.530937,1.29
-5.2,-5.48,0.630687,3.01
-1.8,-2.08,0.633813,2.37
-2.6,-3.05,0.483348,1.6
-0.7,-1.08,0.53632,2.25
-1.6,-2.16,0.403493,2.06
-0.1,-0.76,0.344541,3.57
0,-0.11,0.832049,0.68
-2.2,-2.66,0.474025,1.71
-0.7,-1.2,0.442239,2.9
0,-0.49,0.453572,2.57
-1.7,-1.83,0.816345,1.74
0,-0.44,0.486272,1.8
-2.1,-2.39,0.627945,2.86
0,-0.48,0.459045,1.82
-0.3,-0.88,0.389836,2.26
-6.7,-6.72,0.965989,0.08
-3.9,-4.25,0.566249,1.51
0,-0.65,0.349557,3.19
0,-0.93,0.22192,3.17
-1.4,-1.68,0.638177,2.32
-1.5,-1.61,0.835078,0.69
-3.1,-3.26,0.776953,0.55
-1.3,-1.6,0.616731,1.67
0,-0.63,0.357453,3.15
0,-0.53,0.421527,2.52
0,-0.59,0.381618,2.61
0,-0.23,0.683014,1.74
-3.8,-3.83,0.95886,0.24
-1.8,-2.57,0.288141,4.44
-8.8,-9.15,0.570474,0.85
0,-0.33,0.583595,2.07
-5.2,-5.33,0.808845,1.45
-1.4,-1.67,0.643603,1.25
0,-0.05,0.922987,0.21
-1.9,-1.97,0.896753,0.91
-0.9,-1.76,0.249101,4.41
-1,-1.27,0.642404,1.95
0,-0.2,0.722764,1.01
-8.5,-8.53,0.945993,0.15
-0.8,-1.55,0.295771,3.43
0,-0.54,0.414741,2.95
-3.1,-3.16,0.901232,0.57
0,-0.96,0.211036,4.5
-0.1,-1.22,0.163658,4.6
0,-0.53,0.424426,1.82
-2.7,-2.83,0.815458,0.52
0,-0.72,0.30848,4.08
-0.8,-1.2,0.521462,1.96
-2.3,-2.89,0.385794,4.34
-1.4,-1.53,0.81006,1.14
-0.4,-0.86,0.47409,2.6
0,-0.16,0.776125,0.78
0,-0.16,0.776311,0.97
-5.1,-5.31,0.708816,0.7
-1.8,-2.37,0.396658,4.24
0,-0.03,0.949745,0.2
-1.1,-1.68,0.390037,1.82
-7.8,-7.85,0.918451,0.18
-6.8,-7.68,0.239139,2.58
-2.2,-3.1,0.233801,5.86
-1.9,-2.35,0.480204,1.01
-2.2,-2.75,0.412549,1
-2.7,-3.01,0.603548,3.16
-1.9,-2.66,0.289383,5.23
-5.2,-5.54,0.575625,3.54
-1.7,-1.98,0.634064,1.72
-0.2,-1.2,0.198723,3.6
0,-0.08,0.873439,0.54
-0.9,-1.11,0.716311,0.94
-0.3,-1.19,0.237586,3.32
-1.7,-2.04,0.574071,2.56
-4.9,-5.3,0.524719,0.64
0,-0.11,0.83532,0.67
-3.6,-4.27,0.336066,5.92
0,-0.01,0.981962,0.04
0,0,0.996884,0.01
-2.8,-3.28,0.458911,3
-3.7,-3.75,0.922132,0.46
0,-0.08,0.880225,0.39
-1.7,-2.03,0.588713,1.59
0,0,0.995337,0.01
-3,-3.39,0.534039,0.85
-4.9,-5.4,0.445596,1.51
-0.6,-1.11,0.435409,2.9
-1.2,-1.9,0.323264,1.92
-1.4,-2.07,0.33636,3.64
-3.9,-4.17,0.645084,2.97
0,-0.07,0.887448,0.6
-4.4,-4.47,0.886818,0.31
-4.7,-4.8,0.846376,1.63
-3.4,-3.49,0.867437,1.51
-2.9,-3.2,0.615936,1.89
-2.1,-2.82,0.309959,3.81
-5.1,-5.27,0.75917,1.66
0,-0.06,0.90133,0.35
-1.3,-1.48,0.7501,1.23
-1,-1.52,0.431603,2.7
-2.5,-3,0.441639,2.73
-2.7,-3.19,0.448621,2.69
-2.2,-2.42,0.698037,1.03
-2.2,-2.39,0.731302,2.12
-5.2,-5.37,0.762946,0.62
0,-0.02,0.974009,0.05
-2.8,-3.34,0.416242,3.59
0,-0.15,0.784822,0.73
-2.4,-2.95,0.409458,2.28
0,-0.07,0.899175,0.3
-1.3,-2.03,0.307981,3.94
-0.3,-1.32,0.190282,3.36
-1.4,-1.91,0.439832,2.35
-6.6,-6.61,0.977509,0.17
-5.2,-5.76,0.405656,3.25
-0.8,-2.18,0.106552,6.54
-3.3,-3.52,0.704475,0.83
-3.6,-3.93,0.582356,4.76
-2.2,-2.63,0.495877,3.46
0,-0.03,0.952202,0.14
0,-0.19,0.73172,1.17
-0.7,-1.32,0.363786,2.68
-1.9,-2.13,0.690606,0.76
0,-0.23,0.685838,1.6
-1.1,-1.74,0.352475,3.32
0,-0.11,0.832192,0.63
-2.2,-2.77,0.398841,4.6
-1.2,-1.54,0.575116,1.45
-1.4,-1.95,0.409934,3.73
0,-0.07,0.894839,0.41
-0.9,-1.74,0.257045,3.96
0,-0.03,0.947479,0.15
0,-0.05,0.920219,0.21
0,-0.22,0.702512,1.3
-4.1,-4.18,0.876526,0.53
-2.9,-2.95,0.928406,0.53
0,-0.45,0.481164,1.91
0,-0.34,0.575496,1.91
-3.8,-4.1,0.618704,0.86
-6.4,-6.5,0.855163,2.16
-0.2,-1,0.273571,2.72
-1.8,-1.86,0.904355,0.48
-2.4,-2.85,0.480947,3.39
-2.5,-3.03,0.424965,5.51
-0.4,-0.84,0.486007,2.32
-3.4,-3.83,0.494574,4.54
0,-0.02,0.969989,0.1
-3.9,-4.07,0.762412,1.1
0,0,1,0
0,-0.15,0.778155,0.7
-5.6,-5.76,0.768735,1.33
-0.2,-1.04,0.255172,3.03
0,0,0.995554,0.01
0,-0.73,0.307445,3.29
-1.3,-1.77,0.465254,2.75
0,-0.12,0.819167,0.8
-1.5,-2.01,0.437496,2.9
0,-0.42,0.508524,1.88
0,-0.5,0.442755,2.64
0,-0.25,0.667461,1.19
0,-0.06,0.907398,0.27
0,-0.46,0.471017,2.42
-7,-7.02,0.966966,0.18
-0.5,-1.12,0.36767,2.72
-3.4,-3.46,0.908361,0.21
0,-0.28,0.630255,1.76
-4.1,-4.28,0.745213,0.66
-1.2,-1.9,0.320167,4.56
-1.2,-1.56,0.56174,3.43
-2.2,-2.58,0.542568,1.18
-1.6,-1.86,0.653566,2.05
-1.9,-2.1,0.723633,1.84
0,-0.77,0.28728,2.39
-5.2,-5.46,0.651325,3.42
-4.4,-5.12,0.310663,5.01
-3.5,-4.51,0.194642,2.99
-1.1,-1.56,0.471777,2.81
-2.1,-2.35,0.664355,2.49
-4.2,-4.37,0.763072,0.65
-4.6,-4.84,0.67338,3.95
-0.8,-1.16,0.55984,2.05
-2.4,-2.58,0.749899,2.31
-3.6,-3.68,0.879817,0.34
0,-0.37,0.5475,2.19
-0.9,-1.04,0.801591,0.64
-0.2,-1.29,0.171805,4.57
-2.2,-2.66,0.473012,3.28
-2.7,-2.83,0.803568,1.13
0,-0.5,0.445244,2.67
-4.2,-4.63,0.499195,0.74
-1.9,-2.27,0.548377,1.43
-3.5,-3.92,0.504459,4.05
-0.7,-1.22,0.427194,4.11
-6.9,-6.94,0.929794,0.14
-3.2,-3.31,0.831909,1.86
-4.9,-5.33,0.497441,4.98
-4.9,-5.04,0.793513,0.76
0,-0.05,0.923281,0.23
-0.7,-1.3,0.376797,4.04
0,-0.31,0.603167,1.6
0,-0.07,0.889853,0.31
-0.3,-1.03,0.304799,3.47
-2.3,-3,0.322011,1.94
-4.9,-5.24,0.575609,3.29
-6.3,-6.85,0.410801,1.03
-0.5,-1.12,0.368277,4.72
-2,-2.47,0.464441,5.01
-0.7,-1.06,0.559593,1.91
-0.6,-0.93,0.584176,2
0,-0.34,0.574721,2
-1.2,-1.47,0.644571,1.33
0,-0.03,0.957649,0.15
-1.1,-1.39,0.624649,3.11
-1.1,-1.85,0.295948,4.75
0,-0.28,0.636992,1.53
0,-0.61,0.368848,2.63
-2.9,-3.69,0.27674,2
-3.7,-3.99,0.621309,2.23
0,-0.28,0.635823,2.45
-0.1,-0.64,0.419154,2.34
-4.8,-4.89,0.858255,0.27
0,-0.09,0.865802,0.55
-4.3,-4.79,0.453362,1.34
-3.9,-4.05,0.788929,1.16
0,-0.1,0.853182,0.51
0,-0.4,0.520091,2.56
-0.8,-1.47,0.338912,4.17
-1.5,-1.64,0.798813,1.8
0,-0.13,0.812477,0.96
-3.4,-3.72,0.590213,3.29
-5.4,-5.8,0.521358,1.52
0,-0.32,0.599655,1.51
-1.6,-1.86,0.660654,3.04
0,-0.12,0.827094,0.69
-0.6,-1.14,0.415094,2.91
-3.1,-3.77,0.336417,4.43
-7.9,-8.11,0.709168,0.55
0,-0.04,0.931859,0.26
0,-0.01,0.990521,0.04
-0.7,-1.36,0.342439,4.11
0,-0.31,0.60909,1.29
0,-0.04,0.932405,0.17
-3.9,-3.93,0.948763,0.26
0,-0.15,0.78416,0.74
-2.9,-3.04,0.801556,0.85
-1.9,-2.25,0.564009,1.81
0,-0.22,0.695863,0.97
0,-0.23,0.687666,1.68
-0.8,-1.03,0.68439,2.07
0,-0.11,0.837002,0.75
0,-0.27,0.64795,1.42
0,-0.28,0.633893,1.35
-1.8,-2.68,0.239766,4.37
0,-0.23,0.690202,1.21
-4.5,-4.83,0.588905,0.67
0,-0.17,0.756333,0.9
-5.3,-5.38,0.875004,0.32
-0.2,-0.98,0.281112,3.31
0,-0.82,0.26459,3.15
0,-0.43,0.493756,2.37
-0.4,-0.95,0.409313,2.24
-1.8,-2.18,0.538869,1.87
-0.6,-1.42,0.264584,4.06
-1,-2.24,0.134515,5.06
-3.4,-3.91,0.437528,4.3
-2.5,-2.57,0.889527,0.54
0,-0.06,0.9096,0.45
-1.4,-1.51,0.831098,1.19
-0.5,-0.96,0.474096,1.66
0,-0.95,0.21467,4.15
-2.5,-2.79,0.622801,2.9
-4.3,-4.93,0.359046,5.04
0,-0.41,0.513454,1.33
-0.9,-1.35,0.483066,2.71
0,-0.06,0.912703,0.31
-2.6,-2.73,0.805609,1.68
-1.4,-1.88,0.456807,1.98
-3.7,-3.75,0.926278,0.48
0,-0.1,0.855238,0.45
-1.3,-1.89,0.385072,4.3
0,-0.33,0.587485,1.42
-0.4,-1.04,0.35673,3
0,-0.44,0.487093,1.79
-0.3,-0.89,0.38321,2.66
-0.1,-0.96,0.247398,4.01
-3.3,-3.46,0.775943,1.59
-2.6,-3.37,0.287712,2.58
-0.6,-1.78,0.146305,5.22
-1.6,-1.82,0.695814,1.19
-0.6,-1.26,0.3444,5.21
-0.1,-0.77,0.336153,2.48
-1.6,-2.72,0.162833,4.44
-7,-7.43,0.49684,5.55
-4.4,-4.47,0.887821,1.26
-1.3,-1.68,0.541142,2.6
-3.9,-3.97,0.893598,1.26
-1.8,-2.41,0.370204,2.49
-4.5,-4.68,0.747521,0.89
0,-0.74,0.299549,2.32
0,-0.07,0.89241,0.37
-1.6,-1.81,0.712746,0.91
0,-0.36,0.554865,2.14
-0.2,-0.93,0.306525,3.42
-0.7,-1.26,0.406174,3.71
0,-0.04,0.93481,0.18
-0.5,-0.85,0.564386,2.33
0,-0.15,0.787678,0.89
-1.1,-1.34,0.677625,2.18
-5.2,-5.42,0.70473,1.83
-5.7,-5.77,0.88949,1.33
0,-0.98,0.20486,4.68
-0.6,-1.76,0.152717,6.12
-0.1,-1.01,0.229923,3.18
-2.7,-3.07,0.545832,0.66
0,-0.29,0.629039,2.02
-4.5,-4.67,0.756638,1.1
-1.8,-2.53,0.304001,4.49
-0.3,-0.98,0.333355,4.02
0,-0.14,0.790822,0.88
-2.9,-3.04,0.792785,1.64
0,-0.72,0.308627,2.77
-3,-3.16,0.772855,0.67
0,-0.21,0.710677,0.89
-1.9,-2.33,0.497825,3.96
-1.5,-2.09,0.382794,2.48
0,-0.14,0.798222,0.84
-0.8,-1.71,0.22708,3.42
-4.9,-4.92,0.975211,0.08
-2.9,-3.02,0.825477,0.71
-0.9,-1.5,0.37521,2.54
0,0,0.998046,0
-1.2,-1.48,0.639168,1.66
-5.8,-6.63,0.260593,7.26
0,-0.6,0.380813,3.3
-3.5,-4.1,0.37758,4.79
-1,-1.42,0.502551,1.19
-0.8,-1.03,0.686764,1.76
-1.6,-2.47,0.242811,4.77
-0.3,-0.97,0.33606,2.68
-0.2,-0.98,0.281472,3.86
-2.7,-3.24,0.418048,4.61
-4.4,-4.66,0.657776,3.03
-1.9,-2.09,0.730939,0.79
0,-0.23,0.68317,1.24
-0.8,-1.36,0.402176,1.72
-1.6,-1.75,0.777716,1.87
-3.2,-3.36,0.767824,0.54
0,-0.19,0.731789,1.25
-2.4,-2.75,0.569995,1.43
-1.4,-1.72,0.595923,2.89
0,-0.26,0.654923,1.79
-2.2,-2.25,0.919643,0.52
-0.4,-0.83,0.499633,1.76
0,-0.17,0.756359,1.11
0,-0.86,0.246998,3.89
-1.5,-1.8,0.618675,2.6
0,-0.05,0.918293,0.28
-2,-2.15,0.781376,0.99
-0.8,-1.24,0.492995,2.59
-5.3,-5.44,0.803101,0.34
-1.3,-1.62,0.599727,2.35
0,-0.29,0.628078,1.85
0,-0.17,0.762077,0.85
0,-0.12,0.821302,0.68
-2.5,-2.74,0.673184,1.14
-0.5,-1.25,0.296069,4.02
-3.1,-3.23,0.804771,1.98
-4.8,-4.91,0.841445,1
0,-0.27,0.649019,1.52
-2.8,-3.2,0.524298,1.06
-2.3,-2.84,0.416231,4.28
-3.4,-3.57,0.753285,0.77
-0.6,-1.29,0.325951,2.88
-1,-1.52,0.427958,3.51
-0.2,-1.26,0.179779,3.93
-1.3,-1.71,0.513983,2.43
0,-0.71,0.316489,3.32
-3.1,-3.46,0.55563,4.8
0,-0.79,0.277849,4.12
-2.2,-2.78,0.388501,2.06
0,-0.12,0.823204,0.76
0,-0.25,0.662836,1.44
0,-0.37,0.552875,2.85
0,-0.18,0.745845,0.9
0,-0.34,0.580202,1.33
0,-0.53,0.423796,4
-2.1,-2.32,0.698241,1.29
0,-0.79,0.27612,3.66
-3.2,-3.33,0.803605,1.42
0,-0.05,0.920766,0.37
-1.8,-2.01,0.715772,2.15
0,-0.11,0.839282,0.74
-1.6,-1.97,0.548939,3.53
0,-0.01,0.981635,0.04
0,-0.17,0.753816,0.95
0,-0.01,0.988614,0.03
0,-0.51,0.438335,2.33
-2.5,-3.4,0.233927,6.41
0,-0.63,0.361625,3.81
-2.8,-3.62,0.265016,3.2
-2.5,-2.97,0.465848,2.43
-6.1,-6.16,0.912983,0.34
-1,-1.6,0.377436,4.29
-1.9,-2.45,0.407439,1.63
-4.3,-4.8,0.443111,1.64
-2,-2.23,0.686704,1.71
-2.1,-2.33,0.687869,0.85
-0.6,-0.97,0.552325,1.72
-2.6,-2.85,0.666886,1.76
-1.9,-2.7,0.273304,4.99
0,-0.39,0.530535,2.1
-1.9,-2.02,0.827378,0.88
-3,-3.14,0.796633,0.61
-0.3,-1.32,0.19203,4.97
0,-0.17,0.761347,1.06
-0.9,-1.23,0.584275,2.67
0,-0.01,0.989182,0.03
-1.3,-1.55,0.66893,1.76
0,-0.78,0.281161,3.79
-2.4,-2.53,0.81047,0.8
-2.1,-2.28,0.750485,0.66
0,-0.18,0.750338,1.07
-2.2,-2.52,0.595338,1.81
-0.3,-0.66,0.561915,1.27
-4,-4.38,0.539195,1.15
-2.6,-3.37,0.285451,4.85
-3.3,-3.78,0.459203,1.27
-1.9,-2.32,0.509748,1.93
-4.6,-4.74,0.803073,1.7
0,-0.27,0.648971,1.32
0,-0.48,0.460083,2.54
-0.6,-0.88,0.635344,1.94
-1.2,-2.12,0.223011,4.17
-2.3,-2.55,0.669063,1.09
-9.4,-9.41,0.976876,0.05
-6.2,-6.62,0.503445,0.93
-4.5,-4.59,0.862838,0.26
-6.3,-6.75,0.480026,2.68
-6,-6.11,0.841985,2.42
-5.4,-5.56,0.768622,1.48
-5.3,-5.4,0.857121,0.42
-3.1,-3.39,0.620131,3.43
-4.5,-4.57,0.885846,1.43
-2.3,-2.67,0.552823,4.92
-0.2,-0.98,0.281611,3.75
0,-0.44,0.487936,2.06
-0.5,-0.95,0.480926,3.23
0,-0.23,0.685647,1.1
-0.9,-1.07,0.75366,0.88
-6.1,-6.49,0.532628,0.84
-3.6,-3.9,0.60983,1.6
-1.9,-2.12,0.697487,2.28
-6.2,-6.3,0.84387,0.7
0,-0.44,0.492848,2.21
-2.7,-3.12,0.502019,3.53
-2.9,-3.05,0.785909,2.05
-3.3,-3.55,0.665671,2.33
-4.5,-4.79,0.624718,4.49
-0.3,-1.09,0.277497,4.79
0,0,0.992923,0.02
-3.6,-4.05,0.483432,4.8
0,-0.21,0.712044,1.24
-0.3,-0.99,0.328158,3.05
-1.5,-1.76,0.656939,2.2
0,-0.34,0.578191,1.88
-2.8,-3.36,0.405886,4.32
