MFE,FETE,FMSE,ED
0,-0.33,0.587989,2.02
-1,-1.31,0.601676,2.32
-4.9,-5.03,0.805647,1.7
-3.2,-3.55,0.566823,0.8
-0.3,-0.65,0.570553,1.22
-3.5,-3.64,0.792103,0.64
0,-0.57,0.393451,1.85
-6.5,-6.98,0.456455,1.09
-0.1,-0.78,0.33173,2.8
0,-0.81,0.267433,3.2
0,-0.09,0.86838,0.45
0,-0.73,0.307288,3.49
-3,-3.46,0.470993,0.99
-5.1,-5.19,0.86882,0.86
-0.7,-1.08,0.539538,2.07
-2.3,-2.74,0.49064,1.15
-1.1,-2.16,0.177929,3.11
-6.2,-6.32,0.828664,0.33
0,-0.48,0.457304,2.07
-3.6,-3.79,0.73887,2.56
-2.2,-2.35,0.786023,1.88
0,-0.29,0.621905,1.45
-0.3,-0.72,0.508593,1.84
0,-0.71,0.317618,3.21
-2.2,-2.91,0.317749,5.48
-3.6,-3.89,0.621844,1.17
-0.6,-0.93,0.58887,1.98
-3.8,-4.3,0.446214,4.37
-0.5,-1.08,0.393309,3.17
-1.8,-2.11,0.601377,2.5
-1.8,-2.36,0.406249,3.61
0,-0.87,0.242363,4.16
0,-0.91,0.227793,2.78
0,-0.37,0.551867,2.44
-0.5,-0.81,0.605242,1.94
-4.7,-4.71,0.980384,0.1
-1,-1.7,0.320898,4.05
-3.4,-3.42,0.966664,0.2
-3.6,-4.11,0.439003,2.89
-5.1,-5.45,0.565835,3.76
-3.5,-3.81,0.607652,3.83
-4.1,-4.12,0.964185,0.25
-2.4,-2.46,0.901832,0.69
-0.2,-1.06,0.246089,3.2
-0.5,-1.3,0.272542,4.12
0,-0.46,0.471898,2.51
-2.3,-2.79,0.453476,3.15
-4.3,-5.24,0.217845,2.34
-1.9,-2.15,0.668189,2.03
-3,-3.21,0.711591,1.73
0,-0.14,0.793738,0.95
-3.6,-4.09,0.4488,5.88
-0.4,-0.86,0.473449,2.29
0,-0.17,0.754596,0.76
-2.2,-2.68,0.458494,1.25
0,-0.4,0.518475,2.11
-2.3,-2.44,0.79956,0.91
0,-0.43,0.500967,2.85
-2.2,-2.67,0.465934,2.27
-2.4,-2.65,0.662501,3.07
-1.2,-1.44,0.673567,1.67
-4.9,-5.22,0.591006,1.42
-1.2,-1.49,0.622411,1.59
-0.7,-1.35,0.350066,2.92
-1.3,-1.84,0.419706,3.45
-1.4,-1.76,0.561338,2.89
-2.5,-2.61,0.832312,1.22
-1,-1.52,0.428568,1.52
0,-0.24,0.675978,1.12
-6.5,-6.85,0.569262,1.24
-2.1,-2.21,0.840116,1.05
-2,-2.12,0.826719,1.1
-2.6,-3.04,0.487251,1.91
-2.3,-2.68,0.538023,5.27
-0.9,-1.2,0.616139,1.58
0,-0.3,0.618821,1.27
-0.2,-0.65,0.48472,1.77
-1.8,-2.55,0.297998,2.85
-1.3,-1.56,0.653156,3.36
-0.8,-1.79,0.199305,5.32
-2.4,-2.76,0.553541,0.91
-0.3,-0.86,0.404385,2.02
-4.7,-5.37,0.335876,1.81
-2.6,-2.74,0.797389,0.77
-2.9,-3.58,0.333837,3.05
0,-0.54,0.413535,2.3
0,-0.1,0.853175,0.34
0,-0.22,0.696614,1.01
-2.2,-2.63,0.49472,2.28
-3.9,-4.22,0.598553,0.83
0,-0.34,0.573151,1.78
-0.4,-1.18,0.281442,3.79
-1.5,-1.78,0.636469,2.12
-8.7,-8.95,0.669571,0.58
0,-0.34,0.574032,1.89
-2.6,-3.08,0.459299,1.57
-2.8,-3.32,0.433029,3.69
-3.6,-3.89,0.623472,1.23
0,-0.25,0.66393,1.17
-1.5,-1.89,0.534104,3.17
-1.9,-2.47,0.39427,2.68
-4.1,-4.12,0.972611,0.1
0,-0.1,0.846406,0.64
-5.6,-5.67,0.891111,0.23
-0.8,-1.68,0.238589,5.12
0,-0.04,0.944054,0.25
-3.3,-3.63,0.585062,1.07
-0.9,-1.64,0.302327,4.13
-2.3,-2.54,0.675976,1.78
-1.4,-1.95,0.409318,1.71
-2.1,-2.67,0.394578,4.57
-2.1,-2.59,0.454429,4.08
0,-0.17,0.75485,1.15
-1.4,-1.68,0.633558,2.97
-0.6,-1.57,0.206774,4.6
-1.8,-1.9,0.853016,0.81
0,-0.31,0.603729,1.71
-4.2,-4.46,0.657981,0.73
-3.3,-3.51,0.712719,1.35
0,-0.05,0.91859,0.25
-2.7,-3.12,0.504271,3.15
-1.3,-1.54,0.67608,1.91
-2.5,-2.88,0.541623,4.44
-1.4,-2.05,0.346187,4.72
-2.1,-2.66,0.400503,1.94
-1.3,-1.77,0.467594,3.7
-1.2,-1.38,0.751507,1.17
-0.3,-0.78,0.458383,2.25
-1.1,-1.6,0.445159,2.13
0,-0.05,0.915995,0.25
0,-0.24,0.682609,1.21
-1.8,-2.16,0.560612,2.96
-5.8,-5.83,0.958834,0.11
-2.4,-2.73,0.586409,1.08
-1.8,-1.92,0.821838,0.67
-1.8,-2.04,0.676405,1.66
0,-0.22,0.695808,0.89
-0.6,-1.02,0.501965,2.26
0,-0.86,0.247382,2.79
-0.3,-0.84,0.4191,2.01
0,-0.7,0.31928,3.07
0,-0.01,0.978866,0.05
0,-0.41,0.517917,1.89
-0.6,-1.15,0.41162,3.7
0,-0.31,0.605378,1.8
0,-0.51,0.435673,3.2
-4.6,-4.71,0.832893,0.98
0,-0.71,0.313496,3
-0.4,-1.19,0.276662,4.32
-2.9,-3.18,0.632697,0.79
0,-0.59,0.384013,2.13
-2.5,-2.99,0.450155,4.25
-1.8,-2.08,0.632578,3.53
-2,-2.17,0.763214,1.92
-2.3,-2.63,0.589568,1.79
-5.7,-5.75,0.920351,0.86
-3.7,-3.78,0.874039,0.36
0,-0.47,0.465785,2.14
-2.2,-3.03,0.261843,5.79
-1.5,-1.99,0.45413,2.72
-0.6,-0.99,0.530431,2.17
-1.1,-1.76,0.343263,3.22
-2.3,-2.71,0.514468,2.25
0,-0.15,0.778996,0.94
0,-0.41,0.51127,2.36
-0.5,-1.21,0.313706,3.06
0,-0.12,0.818956,0.62
-1.4,-1.53,0.804399,1.1
0,-0.81,0.267095,2.92
-1.5,-2.09,0.383221,2.31
-3.7,-4.18,0.457483,3.7
-3.3,-3.46,0.769764,0.55
-0.7,-1.51,0.270525,3.27
-2.2,-2.5,0.612087,2.59
-2.7,-3.2,0.442497,1.07
-2.7,-3.61,0.228586,2.42
-1.7,-2.19,0.452304,3.1
-2.3,-2.56,0.653637,1.11
-5.5,-5.58,0.878497,0.28
-4.9,-4.99,0.861864,0.4
-1.6,-2.25,0.346788,3.44
-2.4,-2.87,0.467537,2.48
-1.2,-1.74,0.419414,3.01
-1.9,-2.67,0.287481,3.8
-6.6,-6.8,0.723508,0.41
-4.2,-4.94,0.300389,2.05
-1.9,-2.34,0.489001,2.18
0,-0.12,0.823914,0.55
-3.6,-4.19,0.382799,1.47
-1.9,-2.06,0.776039,0.82
-1.8,-2.44,0.356061,3.6
-1.1,-1.5,0.523284,2.15
-2.1,-2.21,0.841801,1.1
0,-0.45,0.479782,1.62
-5.2,-5.22,0.966505,0.08
-1.2,-1.54,0.575767,2.96
0,-0.75,0.296481,3.11
-1.9,-2.53,0.358107,4.61
-4.5,-4.64,0.800878,0.65
-1.4,-2.12,0.309627,3.98
0,-0.62,0.366496,1.93
0,-0.24,0.676824,1.26
0,-0.56,0.400178,2.91
-2.4,-3.02,0.367241,2.87
-2.4,-2.48,0.878475,0.53
-1.9,-2.05,0.779818,1.14
-6.3,-6.4,0.856389,0.4
0,-0.05,0.924509,0.25
-4.1,-4.61,0.437632,2.72
0,-0.41,0.516142,1.65
0,-0.85,0.25285,3.35
0,-0.16,0.765765,0.84
-0.8,-1.42,0.36291,2.37
-1,-2.07,0.176013,4.21
-2.8,-3.06,0.658974,2.86
-0.1,-0.95,0.252546,3.49
-1.5,-1.93,0.499908,3.48
-3.2,-3.62,0.505386,4.49
-2.7,-3.85,0.15398,6.07
0,-0.22,0.696807,1.07
-3,-3.68,0.333157,1.29
-2.9,-3.05,0.778648,0.87
0,-0.7,0.322816,2.71
-3.6,-3.69,0.860336,0.36
-2.2,-2.27,0.89658,0.59
-1.7,-2.21,0.433626,4.59
-3,-3.33,0.581904,2.97
0,-0.08,0.875262,0.3
-2.2,-3.12,0.224821,5.58
-6,-6.18,0.745328,3.58
-1.3,-1.73,0.496797,3.47
-0.8,-1.27,0.465194,2.07
-1.1,-1.72,0.3679,2.57
0,-0.27,0.648742,1.09
-2.7,-2.93,0.692218,1.8
0,-0.23,0.685155,1.27
-2.3,-2.8,0.444901,3.11
-1.1,-1.23,0.813905,1
-3.4,-3.54,0.795654,2.38
-1.6,-1.89,0.622495,2.1
-1,-1.94,0.216464,2.98
0,-0.59,0.383636,2.93
0,-0.79,0.276497,2.67
0,-0.61,0.372645,2.97
-1.7,-2.32,0.366476,3.28
0,-0.64,0.352553,2.4
-1.1,-1.25,0.781168,0.95
-0.3,-1.18,0.240011,4.22
-4.8,-4.93,0.803358,0.35
0,-0.8,0.271403,2.71
0,-0.24,0.672395,1.3
0,-0.82,0.265932,3.46
-1.5,-1.7,0.724669,1.21
-1.4,-2.24,0.255881,4.51
-6.9,-6.94,0.943931,0.13
-0.6,-1,0.519788,2.31
-2.7,-3.01,0.600185,4
-0.9,-1.36,0.471514,1.82
0,-0.86,0.24651,3.86
-2.6,-2.91,0.607463,2.62
-3.4,-3.43,0.950756,0.32
-7.1,-7.21,0.830293,0.36
-1,-1.36,0.561832,3.32
0,-0.48,0.461654,1.6
-0.5,-1.14,0.356312,2.85
-3,-3.84,0.254129,3.68
-2.9,-3.24,0.57916,1.48
-3.9,-3.93,0.947109,0.31
-0.7,-1.6,0.23035,3.22
-3.1,-3.41,0.603647,0.94
-1.6,-2.32,0.310348,3.51
-0.8,-1.48,0.33232,3.64
-4,-4.59,0.383617,1.01
-2.4,-2.72,0.591729,2.79
0,-0.28,0.63594,1.09
-1.2,-1.61,0.511676,2.76
-1.6,-2.12,0.430488,3.03
0,-0.74,0.30248,3.52
-2.6,-3.49,0.235132,6.18
-2,-2.17,0.758515,1.74
-6.7,-6.72,0.970066,0.11
-4.1,-4.75,0.349334,3.34
-4,-4.47,0.466662,1.29
-0.9,-1.21,0.600226,1.3
-1.4,-1.67,0.640918,2.21
-1.2,-1.54,0.578443,2.57
-2.3,-2.41,0.838002,0.49
-0.9,-1.77,0.242287,3.62
-4.5,-4.7,0.721226,3.01
-3.4,-3.74,0.572913,1.2
0,-0.02,0.965019,0.09
-4.9,-5.07,0.755182,0.76
-0.6,-1.12,0.427549,1.25
0,-0.57,0.396299,3.02
-0.5,-0.86,0.555216,2.25
0,-0.18,0.75224,1.15
0,-0.41,0.518316,1.28
0,-0.05,0.924452,0.25
0,-0.11,0.832258,0.52
-4.5,-4.62,0.823089,0.72
0,-0.16,0.772289,0.91
0,-0.23,0.688651,1.25
-2.8,-2.88,0.883776,1.17
-2.9,-2.95,0.923688,0.3
-3.6,-3.72,0.817617,1.9
0,-0.2,0.726872,0.97
-1.7,-1.95,0.668772,1.01
-2.6,-2.83,0.684214,2.06
-2.1,-2.87,0.288293,2.1
-1.3,-1.55,0.6714,2.12
-0.4,-1.17,0.288025,3.45
0,-0.24,0.676286,1.42
-0.3,-1.05,0.294524,2.93
-1.8,-2.45,0.348217,3.23
-4.9,-5.37,0.467411,5.65
-0.3,-1.08,0.280496,3.61
-1.8,-2.42,0.366511,4.37
0,-0.15,0.790225,0.84
-1.9,-2.29,0.534664,2.71
0,-0.56,0.403918,2.23
-0.7,-1.07,0.549686,1.8
0,-0.71,0.316168,2.23
-0.5,-1.04,0.416825,2.47
0,-0.08,0.879077,0.38
-0.7,-1.14,0.492662,3.13
-0.8,-1.81,0.193325,3.91
-2,-2.65,0.348585,3.05
-0.9,-1.48,0.387289,2.6
-2.2,-2.53,0.581702,1.12
0,-0.22,0.698872,1.45
0,-0.43,0.496907,2.57
0,-0.32,0.595624,1.98
-2.4,-2.85,0.478293,4.23
-0.4,-1.06,0.341745,1.8
-0.7,-1.15,0.480078,3.63
-1,-1.67,0.338874,3.24
-2.7,-3.29,0.381399,1.53
-0.6,-1.01,0.517894,2.38
-0.4,-1.23,0.260127,4.66
-2.4,-2.63,0.683283,0.94
-2,-2.38,0.540424,2.29
-5.3,-5.56,0.65179,3.39
0,-0.15,0.77868,0.66
0,-0.18,0.740788,0.88
-7,-7.01,0.982969,0.05
-1,-1.19,0.730526,0.96
-1.3,-1.98,0.332053,2.67
-2.4,-2.6,0.728583,1.15
-0.7,-0.98,0.638037,1.46
0,-0.51,0.437067,2.95
-0.9,-1.41,0.438468,2.78
-1.3,-1.89,0.386606,3.49
-1.3,-1.73,0.499987,1.93
-0.8,-1.66,0.24929,3.86
0,-0.09,0.860965,0.45
-3.8,-4.4,0.375249,1.31
-0.3,-0.92,0.366536,2.02
-1.6,-1.86,0.656631,2.02
-1,-1.69,0.324521,4.47
0,-0.61,0.372079,2.97
0,-0.46,0.474634,2.66
0,-0.22,0.694993,1.14
-3.1,-3.35,0.662992,1.19
-4.5,-4.78,0.631717,0.91
-0.4,-0.79,0.530673,1.71
-6.6,-6.62,0.962921,0.48
-2.1,-2.39,0.625306,1.73
-2.1,-2.22,0.818823,0.5
-1.4,-1.93,0.420547,3.75
-1.1,-1.69,0.386766,3.37
0,-0.64,0.351663,2.87
-2.1,-2.35,0.668006,0.8
-2.8,-3.38,0.387858,1.25
0,-0.05,0.915759,0.3
0,-0.17,0.761053,1.07
0,-0.09,0.858971,0.45
0,-0.46,0.476233,2.76
-0.6,-1.67,0.174944,4.72
-0.2,-0.63,0.500999,1.22
-4.7,-4.91,0.714039,0.66
0,-0.55,0.407676,2.44
-0.7,-1.4,0.323148,3
0,-0.15,0.780812,0.98
0,-0.25,0.66347,1.43
-0.6,-1.25,0.346944,2.89
-4.2,-4.35,0.782125,2.75
0,-0.32,0.595178,1.92
-1.8,-2.18,0.541483,3.55
-2.5,-3.18,0.332619,3.17
0,-0.68,0.333424,2.91
-2.3,-2.55,0.663025,1.94
-3.5,-3.54,0.940544,0.25
-3.6,-3.79,0.734079,1.92
-2.1,-2.75,0.347348,1.53
0,-0.3,0.615493,1.43
-1.3,-1.83,0.42161,3.31
-2.9,-3.19,0.62949,2.64
-3.1,-3.87,0.285574,4.76
-1.6,-2.18,0.388608,3.36
0,-0.5,0.447559,1.26
-3.8,-4.33,0.425663,3.33
0,-0.03,0.949586,0.17
0,-0.61,0.369861,2.04
-3.2,-3.86,0.342637,2.63
0,-0.3,0.610934,1.17
-1.9,-2,0.852547,0.76
-1.5,-1.79,0.62637,1.89
-2.6,-2.87,0.644777,1.53
-2.7,-2.8,0.856621,0.56
-2.4,-2.55,0.790277,0.81
0,-0.68,0.329558,3.13
-1,-1.84,0.256449,3.28
0,-0.55,0.407062,1.76
-2.6,-2.7,0.843562,0.7
-1.6,-2.28,0.333512,5.09
-2.2,-2.94,0.298831,5.75
-3.5,-3.81,0.603112,1.68
0,-0.24,0.682135,1.72
-2,-2.45,0.482272,3.33
0,-0.68,0.329617,1.99
-2.9,-3.05,0.782936,1.79
-1.7,-2.38,0.331241,4.08
-2.9,-3.35,0.478993,2.36
-2,-2.53,0.42445,2.74
-6.5,-6.53,0.957899,0.09
0,-0.14,0.798056,0.78
-0.4,-0.88,0.457313,2.33
0,-0.67,0.334563,2.76
-1.1,-1.42,0.598138,2.86
-0.9,-1.53,0.361237,2.78
-1.1,-1.36,0.654065,1.55
-1.5,-1.74,0.672191,0.97
0,-0.1,0.855113,0.49
0,-0.2,0.722805,1.33
-3.9,-4.3,0.521948,0.71
-1.9,-2.85,0.215422,4.95
-2.8,-3.34,0.413537,1.45
0,-0.88,0.239679,4.23
-6.1,-6.17,0.894707,1.38
-2.9,-2.92,0.961337,0.27
0,-0.37,0.546581,1.61
0,-0.02,0.969487,0.09
-4.1,-4.32,0.698278,0.74
0,-0.09,0.870876,0.46
-4.8,-4.97,0.762844,0.99
-3.2,-3.34,0.803028,0.52
-1.7,-2.09,0.532488,1.47
-0.1,-0.66,0.402989,2
-3,-3.2,0.727647,0.64
-6.8,-6.81,0.980257,0.04
0,-0.19,0.736359,0.9
-0.2,-0.72,0.430425,1.81
-2.2,-3.09,0.23542,3.91
-1,-1.23,0.690413,1.48
-3.2,-3.69,0.454793,2.46
-1.7,-2,0.616206,2.83
-2.1,-2.67,0.397844,5.3
-3.1,-3.2,0.847326,0.46
-3.7,-3.75,0.920951,0.36
0,-0.04,0.936768,0.23
-2.2,-2.75,0.411725,4.14
-4.4,-4.73,0.581802,2.05
0,-0.19,0.735426,1.09
-1.5,-1.94,0.492811,1.13
-0.9,-1.45,0.412912,2.69
-2.2,-3.04,0.257342,3.96
-1.3,-1.6,0.619157,3.01
-1.9,-2.11,0.714964,1.61
0,-0.52,0.431064,2.1
-5.2,-5.3,0.854446,0.4
0,-0.06,0.901097,0.31
-0.9,-1.67,0.286455,3.45
-0.4,-0.79,0.53072,2.06
-1.1,-1.39,0.628196,2.37
-0.2,-1.09,0.236126,3.16
-6.8,-6.83,0.950673,0.12
-1.1,-1.75,0.345868,3.89
0,-0.16,0.772253,0.94
0,-0.04,0.94027,0.2
-0.2,-0.84,0.354002,3.01
-0.9,-1.36,0.473479,3.71
-0.4,-1.08,0.333698,3.47
0,-0.68,0.334428,3.29
0,-0.13,0.813419,0.69
-1.9,-2.94,0.183958,3.36
0,-0.99,0.201423,3.83
-3.4,-3.56,0.768957,0.58
-6.3,-6.31,0.97865,0.07
-0.5,-1.13,0.361331,2.53
-0.3,-0.75,0.479205,1.93
-9.2,-9.22,0.971962,0.2
-0.3,-0.76,0.473765,2
-3.9,-3.93,0.954296,0.13
0,-0.72,0.31292,3.26
0,-0.51,0.437629,2.82
-1.8,-2.25,0.482806,3.33
-0.3,-0.97,0.33568,3.55
-0.6,-1.22,0.365283,3.08
-0.6,-1.05,0.481412,2.45
-2.1,-2.46,0.561806,1.25
-3.4,-3.94,0.416508,3.56
-4.9,-4.93,0.947217,0.13
-3.3,-4.28,0.202459,3.67
-0.4,-1.02,0.36814,3.2
-0.7,-1.3,0.377624,3.14
-0.3,-1.28,0.204992,3.3
-4.9,-4.93,0.948981,0.46
-1.7,-2.07,0.547465,3.13
-2.1,-2.39,0.624147,3.25
-2.9,-3.4,0.446649,2.92
-2.1,-2.15,0.922205,0.5
-0.8,-1.47,0.335038,2.55
0,-0.12,0.817851,0.89
-3.6,-3.64,0.935766,0.18
-1.7,-1.94,0.67265,2.59
-1.5,-2.25,0.296351,4.82
-4.6,-4.82,0.695104,1.26
0,-0.55,0.406901,2.61
-2.4,-2.6,0.718892,0.78
-3.3,-3.64,0.573794,2.95
-6,-6.15,0.784325,0.43
-0.1,-0.88,0.282975,3.47
-6,-6.09,0.869229,0.24
-2.9,-3.38,0.455852,2.12
-0.2,-0.59,0.530119,1.71
-5.8,-5.81,0.976066,0.07
0,-0.05,0.921735,0.29
-4.6,-4.73,0.809829,0.34
0,-0.15,0.788335,0.76
-1.8,-1.97,0.758117,0.61
-4.9,-5.48,0.389079,4.95
0,-0.09,0.8576,0.5
-1.4,-1.83,0.498966,2.98
-1.4,-2.03,0.360867,4.11
-1.1,-1.92,0.263886,3.71
-3.8,-3.88,0.87908,0.33
-0.5,-1.21,0.31728,2.3
-0.6,-1.4,0.272426,4.22
-1.2,-1.87,0.338831,4.7
-6.3,-6.91,0.369431,1.86
0,-0.75,0.295324,3.58
-3.8,-4.45,0.346385,2.77
-3.2,-3.52,0.593313,4.52
-1.3,-1.99,0.32749,4.21
-1.8,-1.87,0.894269,0.66
0,-0.41,0.514583,2.33
-1.2,-2.26,0.178396,4.84
-1.2,-2.18,0.205267,5.68
-1,-1.27,0.648666,1.24
-0.3,-0.68,0.537149,1.37
-2.4,-2.51,0.841951,1.18
0,-0.43,0.501392,2.04
0,-0.29,0.622025,1
-4.4,-4.41,0.988437,0.03
-0.1,-0.76,0.341734,2.11
-0.9,-1.34,0.490507,2.4
-2.7,-3.07,0.549672,3.83
-2.5,-3.21,0.314489,1.89
0,-0.03,0.949748,0.16
0,-0.09,0.857861,0.53
0,-0.56,0.400215,2.97
0,-0.26,0.65656,1.11
-0.5,-1.01,0.437354,2.57
-1.7,-1.9,0.726548,1.51
-5.5,-6.12,0.367377,1.12
0,-0.51,0.43539,2.38
-1.3,-1.82,0.429537,2.54
-1,-1.72,0.313327,3.49
-2.9,-3.32,0.50903,0.99
0,-0.63,0.360676,2.04
-1.5,-1.87,0.546,3.76
-2.2,-2.52,0.597702,3.98
-1,-1.45,0.482937,1.48
-1.4,-1.64,0.680148,2.62
-1.7,-2.12,0.505887,1.24
-3.8,-4.16,0.55578,0.67
-3.5,-3.6,0.852125,1.09
0,-0.08,0.879414,0.49
-2.6,-2.8,0.723886,1.62
-1.6,-1.98,0.543147,3.09
-0.8,-1.19,0.527067,3.02
-0.2,-1.3,0.168254,4.48
-1.6,-2.57,0.207998,4.87
-2.2,-2.74,0.413823,3.46
-3.3,-3.56,0.656666,1.08
-2.8,-3.06,0.660759,3.04
-0.6,-1.08,0.459526,1.95
-4.3,-4.44,0.800251,2.37
-0.7,-0.97,0.644967,1.34
0,-0.56,0.401205,2.68
-0.5,-1.14,0.355585,2.67
-3.4,-3.86,0.4717,1.35
-4.2,-4.22,0.963149,0.15
0,-0.45,0.48435,2.33
-2.6,-2.71,0.831913,0.52
-1.8,-2.48,0.330729,4.46
-4.2,-4.72,0.427441,4.43
-3,-3.34,0.576071,0.52
-0.4,-0.98,0.39287,2.73
-1.4,-1.65,0.66847,2.38
-5.3,-5.48,0.752282,0.39
-2.3,-2.45,0.783051,1.8
0,0,0.99339,0.02
-4.9,-5.09,0.737449,0.51
0,-0.29,0.628185,1.42
-0.9,-1.9,0.196293,4.25
-1,-1.19,0.740072,1.31
-0.5,-0.92,0.506684,2.05
0,-0.42,0.502658,1.74
-4.3,-4.44,0.801987,2.08
0,-0.42,0.505338,1.94
0,-0.5,0.444042,2.36
-5.9,-6.28,0.542872,0.68
-1,-1.39,0.530307,1.91
-0.7,-1.11,0.516349,2.24
-3.5,-3.86,0.555876,3.02
-3.1,-3.11,0.985602,0.1
-1.7,-2.02,0.596666,1.66
-3.8,-4.08,0.637955,2.03
-4.6,-4.88,0.630966,0.54
-2.4,-2.66,0.660503,2.15
0,-0.48,0.457754,2.08
0,-0.22,0.694618,1.41
-1.3,-1.63,0.583924,1.96
0,-0.49,0.449119,1.78
0,-0.52,0.430439,3
0,-0.03,0.949867,0.1
-2.1,-2.34,0.681294,2.84
-1.9,-2.48,0.389745,1.24
-3.4,-3.95,0.411262,1.5
-0.3,-1.46,0.152,3.12
-2.5,-2.74,0.681631,1.26
-1.4,-1.97,0.399447,2.8
0,-0.2,0.718225,1.05
0,-0.35,0.56388,1.43
-1.3,-2.19,0.237706,5.08
-3,-3.07,0.892126,0.57
0,-0.26,0.651978,1.52
-6.9,-6.91,0.986072,0.04
-0.2,-1.03,0.258214,3.25
-4.1,-4.18,0.877706,1
-3.9,-4.4,0.441954,3.11
-3.4,-3.56,0.772761,0.76
-0.5,-1.17,0.3399,2.15
0,-0.24,0.682196,1.08
-5.6,-5.98,0.54291,0.82
-3.6,-3.66,0.907581,0.43
-0.4,-0.97,0.399576,1.74
-3.7,-3.74,0.943776,0.23
-1.5,-2.36,0.247973,2.05
-1.9,-2.09,0.73392,1.53
-3.7,-4.63,0.220884,2.07
-0.3,-0.99,0.325154,3.05
-1.4,-1.75,0.570492,2.81
-4.3,-4.55,0.664093,1.65
-3.8,-3.98,0.741553,2.59
0,-0.46,0.475878,1.75
-4.8,-5.18,0.541151,1.25
0,-0.66,0.34359,3.32
-3.2,-3.29,0.868144,0.61
-2.7,-2.75,0.919065,0.31
-1.7,-2.06,0.562003,4.03
-1,-1.14,0.793493,1.04
-3.5,-3.57,0.885754,0.9
0,-0.08,0.875283,0.4
-1,-2.14,0.157866,5.11
0,0,0.997673,0.01
-1.4,-1.65,0.670434,0.95
-1.3,-1.86,0.40446,3.43
-0.6,-1.03,0.498494,1.97
-5,-5.28,0.634299,0.91
0,-0.21,0.713089,1.71
-2.2,-2.35,0.784343,1.01
-5.6,-6.23,0.359589,1.61
-4.7,-5.07,0.545939,1.46
0,-0.3,0.613284,1.8
-1.5,-1.82,0.59678,2.75
-2.3,-2.79,0.44822,5.57
-1.5,-1.66,0.769713,0.62
0,-0.52,0.427291,2.32
-1.8,-2.16,0.558783,1.37
-2.5,-2.76,0.655653,1.16
-2.8,-3.1,0.613489,3.35
-1.4,-2.33,0.219889,4.86
-1.2,-1.34,0.800828,1.04
-0.4,-1.22,0.265602,3.13
0,-0.2,0.717309,1.38
-1.1,-1.99,0.235045,3.01
-3.3,-3.58,0.638753,3.14
-0.6,-1.31,0.317032,3.46
-4.4,-4.76,0.559638,3.32
0,-0.61,0.373919,3.34
-2.1,-2.51,0.513255,4.03
0,-0.76,0.290952,3.03
0,-0.12,0.821233,0.7
-7.3,-7.35,0.926403,0.2
-0.6,-1.11,0.43917,3.13
